,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,lag1_previous_quantity,lag2_previous_quantity,lag3_previous_quantity,lag4_previous_quantity,lag5_previous_quantity,SUM(QTEPRD)
4875,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-02-01,KAIROUAN,SIDI AMOR BOUHAJLA,9631.764,1605.2939999999999,5.0,6.0,2.0,4.0,14.0,6.0
18735,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-03-01,KAIROUAN,SIDI AMOR BOUHAJLA,12842.352,1605.294,6.0,5.0,6.0,2.0,4.0,8.0
921,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-04-01,KAIROUAN,SIDI AMOR BOUHAJLA,16708.4,1670.8400000000001,8.0,6.0,5.0,6.0,2.0,10.0
6481,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-05-01,KAIROUAN,SIDI AMOR BOUHAJLA,8354.2,1670.8400000000001,10.0,8.0,6.0,5.0,6.0,5.0
10472,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-06-01,KAIROUAN,SIDI AMOR BOUHAJLA,8354.2,1670.8400000000001,5.0,10.0,8.0,6.0,5.0,5.0
3942,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-07-01,KAIROUAN,SIDI AMOR BOUHAJLA,3337.478,1668.739,5.0,5.0,10.0,8.0,6.0,2.0
16172,GOULETTE,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-07-01,KAIROUAN,SIDI AMOR BOUHAJLA,5012.52,1670.8400000000001,2.0,5.0,5.0,10.0,8.0,3.0
1243,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-08-01,KAIROUAN,SIDI AMOR BOUHAJLA,15018.651,1668.739,3.0,2.0,5.0,5.0,10.0,9.0
11928,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-09-01,KAIROUAN,SIDI AMOR BOUHAJLA,6674.956,1668.739,9.0,3.0,2.0,5.0,5.0,4.0
16292,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-10-01,KAIROUAN,SIDI AMOR BOUHAJLA,11681.173,1668.739,4.0,9.0,3.0,2.0,5.0,7.0
2708,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-11-01,KAIROUAN,SIDI AMOR BOUHAJLA,10012.434,1668.7389999999998,7.0,4.0,9.0,3.0,2.0,6.0
9618,SKHIRA,SSP SUPER SANS PLOMB,S.A.BOUHAJLA,2019-12-01,KAIROUAN,SIDI AMOR BOUHAJLA,13349.912,1668.739,6.0,7.0,4.0,9.0,3.0,8.0
9668,SKHIRA,GASOIL,SAHLOUL,2018-01-01,SOUSSE,SOUSSE,92872.346,1079.911,0.0,0.0,0.0,0.0,0.0,86.0
19068,GOULETTE,GASOIL,SAHLOUL,2018-01-01,SOUSSE,SOUSSE,73433.948,1079.911,86.0,0.0,0.0,0.0,0.0,68.0
16437,SKHIRA,GASOIL,SAHLOUL,2018-02-01,SOUSSE,SOUSSE,163066.561,1079.9109999999998,68.0,86.0,0.0,0.0,0.0,151.0
1515,GOULETTE,GASOIL,SAHLOUL,2018-03-01,SOUSSE,SOUSSE,33477.241,1079.911,151.0,68.0,86.0,0.0,0.0,31.0
17845,BIZERTE CARBURANT,GASOIL,SAHLOUL,2018-03-01,SOUSSE,SOUSSE,12958.932,1079.911,31.0,151.0,68.0,86.0,0.0,12.0
20386,SKHIRA,GASOIL,SAHLOUL,2018-03-01,SOUSSE,SOUSSE,140388.43,1079.911,12.0,31.0,151.0,68.0,86.0,130.0
7077,GOULETTE,GASOIL,SAHLOUL,2018-04-01,SOUSSE,SOUSSE,49462.996,1124.1589999999999,130.0,12.0,31.0,151.0,68.0,44.0
16537,SKHIRA,GASOIL,SAHLOUL,2018-04-01,SOUSSE,SOUSSE,136023.239,1124.159,44.0,130.0,12.0,31.0,151.0,121.0
11187,SKHIRA,GASOIL,SAHLOUL,2018-05-01,SOUSSE,SOUSSE,105670.946,1124.1589999999999,121.0,44.0,130.0,12.0,31.0,94.0
11227,BIZERTE CARBURANT,GASOIL,SAHLOUL,2018-05-01,SOUSSE,SOUSSE,5620.795,1124.159,94.0,121.0,44.0,130.0,12.0,5.0
19266,GOULETTE,GASOIL,SAHLOUL,2018-05-01,SOUSSE,SOUSSE,73070.335,1124.159,5.0,94.0,121.0,44.0,130.0,65.0
10380,BIZERTE CARBURANT,GASOIL,SAHLOUL,2018-06-01,SOUSSE,SOUSSE,8993.272,1124.159,65.0,5.0,94.0,121.0,44.0,8.0
558,GOULETTE,GASOIL,SAHLOUL,2018-06-01,SOUSSE,SOUSSE,70299.371,1152.4487049180327,8.0,65.0,5.0,94.0,121.0,61.0
19624,SKHIRA,GASOIL,SAHLOUL,2018-06-01,SOUSSE,SOUSSE,82992.815,1136.8878767123288,61.0,8.0,65.0,5.0,94.0,73.0
12693,SKHIRA,GASOIL,SAHLOUL,2018-07-01,SOUSSE,SOUSSE,119053.1,1190.531,73.0,61.0,8.0,65.0,5.0,100.0
1780,GOULETTE,GASOIL,SAHLOUL,2018-07-01,SOUSSE,SOUSSE,70241.329,1190.531,100.0,73.0,61.0,8.0,65.0,59.0
7364,SKHIRA,GASOIL,SAHLOUL,2018-08-01,SOUSSE,SOUSSE,27382.213,1190.531,59.0,100.0,73.0,61.0,8.0,23.0
8723,GOULETTE,GASOIL,SAHLOUL,2018-08-01,SOUSSE,SOUSSE,144054.251,1190.531,23.0,59.0,100.0,73.0,61.0,121.0
20514,BIZERTE CARBURANT,GASOIL,SAHLOUL,2018-08-01,SOUSSE,SOUSSE,15476.903,1190.531,121.0,23.0,59.0,100.0,73.0,13.0
4604,GOULETTE,GASOIL,SAHLOUL,2018-09-01,SOUSSE,SOUSSE,160352.608,1252.75475,13.0,121.0,23.0,59.0,100.0,128.0
18296,BIZERTE CARBURANT,GASOIL,SAHLOUL,2018-09-01,SOUSSE,SOUSSE,35193.284,1256.903,128.0,13.0,121.0,23.0,59.0,28.0
15646,GOULETTE,GASOIL,SAHLOUL,2018-10-01,SOUSSE,SOUSSE,177223.323,1256.903,28.0,128.0,13.0,121.0,23.0,141.0
11640,SKHIRA,GASOIL,SAHLOUL,2018-10-01,SOUSSE,SOUSSE,7541.418,1256.903,141.0,28.0,128.0,13.0,121.0,6.0
18374,BIZERTE CARBURANT,GASOIL,SAHLOUL,2018-10-01,SOUSSE,SOUSSE,22624.254,1256.903,6.0,141.0,28.0,128.0,13.0,18.0
694,GOULETTE,GASOIL,SAHLOUL,2018-11-01,SOUSSE,SOUSSE,177223.323,1256.903,18.0,6.0,141.0,28.0,128.0,141.0
13059,BIZERTE CARBURANT,GASOIL,SAHLOUL,2018-11-01,SOUSSE,SOUSSE,13825.933,1256.903,141.0,18.0,6.0,141.0,28.0,11.0
12730,BIZERTE CARBURANT,GASOIL,SAHLOUL,2018-12-01,SOUSSE,SOUSSE,27651.866,1256.903,11.0,141.0,18.0,6.0,141.0,22.0
5747,GOULETTE,GASOIL,SAHLOUL,2018-12-01,SOUSSE,SOUSSE,149501.365,1256.3139915966385,22.0,11.0,141.0,18.0,6.0,119.0
12675,BIZERTE CARBURANT,GASOIL,SAHLOUL,2019-01-01,SOUSSE,SOUSSE,31382.75,1255.31,119.0,22.0,11.0,141.0,18.0,25.0
3153,GOULETTE,GASOIL,SAHLOUL,2019-01-01,SOUSSE,SOUSSE,143105.34,1255.31,25.0,119.0,22.0,11.0,141.0,114.0
804,GOULETTE,GASOIL,SAHLOUL,2019-02-01,SOUSSE,SOUSSE,166956.23,1255.3100000000002,114.0,25.0,119.0,22.0,11.0,133.0
9105,BIZERTE CARBURANT,GASOIL,SAHLOUL,2019-02-01,SOUSSE,SOUSSE,6276.55,1255.31,133.0,114.0,25.0,119.0,22.0,5.0
2407,GOULETTE,GASOIL,SAHLOUL,2019-03-01,SOUSSE,SOUSSE,136828.79,1255.3100000000002,5.0,133.0,114.0,25.0,119.0,109.0
20057,SKHIRA,GASOIL,SAHLOUL,2019-03-01,SOUSSE,SOUSSE,46446.47,1255.31,109.0,5.0,133.0,114.0,25.0,37.0
8455,GOULETTE,GASOIL,SAHLOUL,2019-04-01,SOUSSE,SOUSSE,197311.528,1333.186,37.0,109.0,5.0,133.0,114.0,148.0
7901,SKHIRA,GASOIL,SAHLOUL,2019-05-01,SOUSSE,SOUSSE,6665.93,1333.1860000000001,148.0,37.0,109.0,5.0,133.0,5.0
17190,GOULETTE,GASOIL,SAHLOUL,2019-05-01,SOUSSE,SOUSSE,157315.948,1333.186,5.0,148.0,37.0,109.0,5.0,118.0
5070,BIZERTE CARBURANT,GASOIL,SAHLOUL,2019-05-01,SOUSSE,SOUSSE,14665.046,1333.186,118.0,5.0,148.0,37.0,109.0,11.0
13180,GOULETTE,GASOIL,SAHLOUL,2019-06-01,SOUSSE,SOUSSE,181313.296,1333.186,11.0,118.0,5.0,148.0,37.0,136.0
1184,GOULETTE,GASOIL,SAHLOUL,2019-07-01,SOUSSE,SOUSSE,215783.601,1331.997537037037,136.0,11.0,118.0,5.0,148.0,162.0
13433,GOULETTE,GASOIL,SAHLOUL,2019-08-01,SOUSSE,SOUSSE,222272.491,1330.973,162.0,136.0,11.0,118.0,5.0,167.0
17413,GOULETTE,GASOIL,SAHLOUL,2019-09-01,SOUSSE,SOUSSE,196984.004,1330.973,167.0,162.0,136.0,11.0,118.0,148.0
18648,GOULETTE,GASOIL,SAHLOUL,2019-10-01,SOUSSE,SOUSSE,220941.518,1330.973,148.0,167.0,162.0,136.0,11.0,166.0
10850,GOULETTE,GASOIL,SAHLOUL,2019-11-01,SOUSSE,SOUSSE,223603.464,1330.973,166.0,148.0,167.0,162.0,136.0,168.0
14980,GOULETTE,GASOIL,SAHLOUL,2019-12-01,SOUSSE,SOUSSE,204969.842,1330.973,168.0,166.0,148.0,167.0,162.0,154.0
2790,SKHIRA,GASOIL 50,SAHLOUL,2018-01-01,SOUSSE,SOUSSE,49065.922,1326.106,0.0,0.0,0.0,0.0,0.0,37.0
32,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-01-01,SOUSSE,SOUSSE,79566.36,1326.106,37.0,0.0,0.0,0.0,0.0,60.0
2751,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-02-01,SOUSSE,SOUSSE,31826.544,1326.106,60.0,37.0,0.0,0.0,0.0,24.0
15119,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-02-01,SOUSSE,SOUSSE,14587.166,1326.106,24.0,60.0,37.0,0.0,0.0,11.0
1431,SKHIRA,GASOIL 50,SAHLOUL,2018-02-01,SOUSSE,SOUSSE,82218.572,1326.106,11.0,24.0,60.0,37.0,0.0,62.0
13696,SKHIRA,GASOIL 50,SAHLOUL,2018-03-01,SOUSSE,SOUSSE,50392.028,1326.106,62.0,11.0,24.0,60.0,37.0,38.0
20507,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-03-01,SOUSSE,SOUSSE,102110.162,1326.106,38.0,62.0,11.0,24.0,60.0,77.0
9824,SKHIRA,GASOIL 50,SAHLOUL,2018-04-01,SOUSSE,SOUSSE,8222.124,1370.354,77.0,38.0,62.0,11.0,24.0,6.0
9786,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-04-01,SOUSSE,SOUSSE,137035.4,1370.354,6.0,77.0,38.0,62.0,11.0,100.0
20625,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-05-01,SOUSSE,SOUSSE,137035.4,1370.354,100.0,6.0,77.0,38.0,62.0,100.0
7128,SKHIRA,GASOIL 50,SAHLOUL,2018-05-01,SOUSSE,SOUSSE,4111.062,1370.354,100.0,100.0,6.0,77.0,38.0,3.0
16912,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-06-01,SOUSSE,SOUSSE,119310.628,1387.33288372093,3.0,100.0,100.0,6.0,77.0,86.0
10184,SKHIRA,GASOIL 50,SAHLOUL,2018-06-01,SOUSSE,SOUSSE,25263.72,1403.54,86.0,3.0,100.0,100.0,6.0,18.0
15380,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-07-01,SOUSSE,SOUSSE,143672.6,1436.726,18.0,86.0,3.0,100.0,100.0,100.0
7340,SKHIRA,GASOIL 50,SAHLOUL,2018-07-01,SOUSSE,SOUSSE,17240.712,1436.7259999999999,100.0,18.0,86.0,3.0,100.0,12.0
16488,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-08-01,SOUSSE,SOUSSE,124995.162,1436.7259999999999,12.0,100.0,18.0,86.0,3.0,87.0
15486,SKHIRA,GASOIL 50,SAHLOUL,2018-08-01,SOUSSE,SOUSSE,30171.246,1436.7259999999999,87.0,12.0,100.0,18.0,86.0,21.0
15584,SKHIRA,GASOIL 50,SAHLOUL,2018-09-01,SOUSSE,SOUSSE,10428.761,1489.823,21.0,87.0,12.0,100.0,18.0,7.0
19581,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-09-01,SOUSSE,SOUSSE,145524.781,1484.946744897959,7.0,21.0,87.0,12.0,100.0,98.0
19635,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-10-01,SOUSSE,SOUSSE,114716.371,1489.823,98.0,7.0,21.0,87.0,12.0,77.0
671,SKHIRA,GASOIL 50,SAHLOUL,2018-10-01,SOUSSE,SOUSSE,40225.221,1489.8229999999999,77.0,98.0,7.0,21.0,87.0,27.0
421,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-11-01,SOUSSE,SOUSSE,132594.247,1489.823,27.0,77.0,98.0,7.0,21.0,89.0
16640,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2018-12-01,SOUSSE,SOUSSE,132554.422,1489.3755280898874,89.0,27.0,77.0,98.0,7.0,89.0
17132,SKHIRA,GASOIL 50,SAHLOUL,2018-12-01,SOUSSE,SOUSSE,10422.389,1488.9127142857142,89.0,89.0,27.0,77.0,98.0,7.0
19348,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2019-01-01,SOUSSE,SOUSSE,133940.7,1488.23,7.0,89.0,89.0,27.0,77.0,90.0
19829,SKHIRA,GASOIL 50,SAHLOUL,2019-01-01,SOUSSE,SOUSSE,8929.38,1488.2299999999998,90.0,7.0,89.0,89.0,27.0,6.0
7222,BIZERTE CARBURANT,GASOIL 50,SAHLOUL,2019-02-01,SOUSSE,SOUSSE,133940.7,1488.23,6.0,90.0,7.0,89.0,89.0,90.0
1536,GOULETTE,GASOIL 50,SAHLOUL,2019-04-01,SOUSSE,SOUSSE,74748.336,1557.2569999999998,90.0,6.0,90.0,7.0,89.0,48.0
21270,GOULETTE,GASOIL 50,SAHLOUL,2019-05-01,SOUSSE,SOUSSE,104336.219,1557.257,48.0,90.0,6.0,90.0,7.0,67.0
3761,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,SAHLOUL,2019-03-01,SOUSSE,SOUSSE,125011.32,1488.23,0.0,0.0,0.0,0.0,0.0,84.0
20176,GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,2019-03-01,SOUSSE,SOUSSE,10417.61,1488.23,84.0,0.0,0.0,0.0,0.0,7.0
9276,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,SAHLOUL,2019-04-01,SOUSSE,SOUSSE,62290.28,1557.257,7.0,84.0,0.0,0.0,0.0,40.0
18672,GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,2019-05-01,SOUSSE,SOUSSE,21801.598,1557.257,40.0,7.0,84.0,0.0,0.0,14.0
17217,GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,2019-06-01,SOUSSE,SOUSSE,130809.588,1557.257,14.0,40.0,7.0,84.0,0.0,84.0
10719,SKHIRA,GAZOIL SANS SOUFRE,SAHLOUL,2019-06-01,SOUSSE,SOUSSE,15572.57,1557.257,84.0,14.0,40.0,7.0,84.0,10.0
20191,GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,2019-07-01,SOUSSE,SOUSSE,175841.687,1556.1211238938054,10.0,84.0,14.0,40.0,7.0,113.0
1125,GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,2019-08-01,SOUSSE,SOUSSE,188160.324,1555.0439999999999,113.0,10.0,84.0,14.0,40.0,121.0
21482,GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,2019-09-01,SOUSSE,SOUSSE,141509.004,1555.0439999999999,121.0,113.0,10.0,84.0,14.0,91.0
1200,GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,2019-10-01,SOUSSE,SOUSSE,143064.048,1555.044,91.0,121.0,113.0,10.0,84.0,92.0
17629,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,SAHLOUL,2019-10-01,SOUSSE,SOUSSE,4665.132,1555.0439999999999,92.0,91.0,121.0,113.0,10.0,3.0
6800,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,SAHLOUL,2019-11-01,SOUSSE,SOUSSE,17105.484,1555.044,3.0,92.0,91.0,121.0,113.0,11.0
14939,GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,2019-11-01,SOUSSE,SOUSSE,138398.916,1555.0439999999999,11.0,3.0,92.0,91.0,121.0,89.0
9588,GOULETTE,GAZOIL SANS SOUFRE,SAHLOUL,2019-12-01,SOUSSE,SOUSSE,144619.092,1555.044,89.0,11.0,3.0,92.0,91.0,93.0
15057,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-01-01,SOUSSE,SOUSSE,158196.496,1451.344,0.0,0.0,0.0,0.0,0.0,109.0
10990,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2018-01-01,SOUSSE,SOUSSE,264144.608,1451.344,109.0,0.0,0.0,0.0,0.0,182.0
2774,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SAHLOUL,2018-01-01,SOUSSE,SOUSSE,40637.632,1451.3439999999998,182.0,109.0,0.0,0.0,0.0,28.0
16438,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2018-02-01,SOUSSE,SOUSSE,465881.424,1451.344,28.0,182.0,109.0,0.0,0.0,321.0
16380,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2018-03-01,SOUSSE,SOUSSE,380252.128,1451.344,321.0,28.0,182.0,109.0,0.0,262.0
122,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-03-01,SOUSSE,SOUSSE,177063.968,1451.344,262.0,321.0,28.0,182.0,109.0,122.0
9811,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-04-01,SOUSSE,SOUSSE,203097.096,1493.3609999999999,122.0,262.0,321.0,28.0,182.0,136.0
2921,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2018-04-01,SOUSSE,SOUSSE,309125.727,1493.361,136.0,122.0,262.0,321.0,28.0,207.0
2963,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2018-05-01,SOUSSE,SOUSSE,276271.785,1493.3609999999999,207.0,136.0,122.0,262.0,321.0,185.0
19257,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-05-01,SOUSSE,SOUSSE,241924.482,1493.3609999999999,185.0,207.0,136.0,122.0,262.0,162.0
14242,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2018-06-01,SOUSSE,SOUSSE,244004.307,1506.1994259259259,162.0,185.0,207.0,136.0,122.0,162.0
3310,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-06-01,SOUSSE,SOUSSE,282365.971,1518.09661827957,162.0,162.0,185.0,207.0,136.0,186.0
455,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SAHLOUL,2018-07-01,SOUSSE,SOUSSE,21789.404,1556.386,186.0,162.0,162.0,185.0,207.0,14.0
15390,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2018-07-01,SOUSSE,SOUSSE,359525.166,1556.3860000000002,14.0,186.0,162.0,162.0,185.0,231.0
3180,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-07-01,SOUSSE,SOUSSE,211668.496,1556.3860000000002,231.0,14.0,186.0,162.0,162.0,136.0
3330,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SAHLOUL,2018-08-01,SOUSSE,SOUSSE,49804.352,1556.386,136.0,231.0,14.0,186.0,162.0,32.0
19288,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-08-01,SOUSSE,SOUSSE,329953.832,1556.386,32.0,136.0,231.0,14.0,186.0,212.0
8732,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2018-08-01,SOUSSE,SOUSSE,180540.776,1556.3860000000002,212.0,32.0,136.0,231.0,14.0,116.0
14236,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-09-01,SOUSSE,SOUSSE,585274.451,1603.4916465753424,116.0,212.0,32.0,136.0,231.0,365.0
11621,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-10-01,SOUSSE,SOUSSE,599339.011,1606.8070000000002,365.0,116.0,212.0,32.0,136.0,373.0
15726,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SAHLOUL,2018-11-01,SOUSSE,SOUSSE,43383.789,1606.8069999999998,373.0,365.0,116.0,212.0,32.0,27.0
15458,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-11-01,SOUSSE,SOUSSE,474008.065,1606.807,27.0,373.0,365.0,116.0,212.0,295.0
12609,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2018-12-01,SOUSSE,SOUSSE,56238.245,1606.807,295.0,27.0,373.0,365.0,116.0,35.0
19784,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SAHLOUL,2018-12-01,SOUSSE,SOUSSE,17674.877,1606.807,35.0,295.0,27.0,373.0,365.0,11.0
3036,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2018-12-01,SOUSSE,SOUSSE,425649.529,1606.224637735849,11.0,35.0,295.0,27.0,373.0,265.0
8584,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SAHLOUL,2019-01-01,SOUSSE,SOUSSE,52974.702,1605.2939999999999,265.0,11.0,35.0,295.0,27.0,33.0
19831,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2019-01-01,SOUSSE,SOUSSE,59395.878,1605.2939999999999,33.0,265.0,11.0,35.0,295.0,37.0
10027,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-01-01,SOUSSE,SOUSSE,382059.972,1605.294,37.0,33.0,265.0,11.0,35.0,238.0
21259,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2019-02-01,SOUSSE,SOUSSE,38527.056,1605.2939999999999,238.0,37.0,33.0,265.0,11.0,24.0
19830,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-02-01,SOUSSE,SOUSSE,451087.614,1605.294,24.0,238.0,37.0,33.0,265.0,281.0
11993,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-03-01,SOUSSE,SOUSSE,357980.562,1605.2939999999999,281.0,24.0,238.0,37.0,33.0,223.0
10615,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2019-03-01,SOUSSE,SOUSSE,160529.4,1605.2939999999999,223.0,281.0,24.0,238.0,37.0,100.0
11153,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-04-01,SOUSSE,SOUSSE,554718.88,1670.84,100.0,223.0,281.0,24.0,238.0,332.0
10469,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-05-01,SOUSSE,SOUSSE,544693.84,1670.84,332.0,100.0,223.0,281.0,24.0,326.0
17475,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2019-06-01,SOUSSE,SOUSSE,68504.44,1670.8400000000001,326.0,332.0,100.0,223.0,281.0,41.0
3612,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-06-01,SOUSSE,SOUSSE,517960.4,1670.8400000000001,41.0,326.0,332.0,100.0,223.0,310.0
21582,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-07-01,SOUSSE,SOUSSE,647867.821,1669.762425257732,310.0,41.0,326.0,332.0,100.0,388.0
2494,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-08-01,SOUSSE,SOUSSE,632452.081,1668.739,388.0,310.0,41.0,326.0,332.0,379.0
12201,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2019-08-01,SOUSSE,SOUSSE,18356.129,1668.739,379.0,388.0,310.0,41.0,326.0,11.0
17584,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SAHLOUL,2019-08-01,SOUSSE,SOUSSE,28368.563,1668.7389999999998,11.0,379.0,388.0,310.0,41.0,17.0
21664,SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,2019-09-01,SOUSSE,SOUSSE,18356.129,1668.739,17.0,11.0,379.0,388.0,310.0,11.0
6728,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SAHLOUL,2019-09-01,SOUSSE,SOUSSE,26699.824,1668.739,11.0,17.0,11.0,379.0,388.0,16.0
18764,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-09-01,SOUSSE,SOUSSE,518977.829,1668.739,16.0,11.0,17.0,11.0,379.0,311.0
21340,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-10-01,SOUSSE,SOUSSE,615764.691,1668.739,311.0,16.0,11.0,17.0,11.0,369.0
14938,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-11-01,SOUSSE,SOUSSE,625777.125,1668.739,369.0,311.0,16.0,11.0,17.0,375.0
1337,GOULETTE,SSP SUPER SANS PLOMB,SAHLOUL,2019-12-01,SOUSSE,SOUSSE,574046.216,1668.739,375.0,369.0,311.0,16.0,11.0,344.0
5480,SKHIRA,GASOIL,SBEITLA,2018-01-01,KASSERINE,SBEITLA,103671.456,1079.911,0.0,0.0,0.0,0.0,0.0,96.0
6941,SKHIRA,GASOIL,SBEITLA,2018-02-01,KASSERINE,SBEITLA,109071.011,1079.911,96.0,0.0,0.0,0.0,0.0,101.0
2863,SKHIRA,GASOIL,SBEITLA,2018-03-01,KASSERINE,SBEITLA,102591.545,1079.911,101.0,96.0,0.0,0.0,0.0,95.0
17912,SKHIRA,GASOIL,SBEITLA,2018-04-01,KASSERINE,SBEITLA,64077.063,1124.159,95.0,101.0,96.0,0.0,0.0,57.0
267,SKHIRA,GASOIL,SBEITLA,2018-05-01,KASSERINE,SBEITLA,46090.519,1124.159,57.0,95.0,101.0,96.0,0.0,41.0
12921,SKHIRA,GASOIL,SBEITLA,2018-06-01,KASSERINE,SBEITLA,61832.91,1145.0538888888889,41.0,57.0,95.0,101.0,96.0,54.0
18110,SKHIRA,GASOIL,SBEITLA,2018-07-01,KASSERINE,SBEITLA,51192.833,1190.531,54.0,41.0,57.0,95.0,101.0,43.0
20883,GOULETTE,GASOIL,SBEITLA,2018-07-01,KASSERINE,SBEITLA,5952.655,1190.531,43.0,54.0,41.0,57.0,95.0,5.0
14213,GOULETTE,GASOIL,SBEITLA,2018-08-01,KASSERINE,SBEITLA,7143.186,1190.531,5.0,43.0,54.0,41.0,57.0,6.0
14164,SKHIRA,GASOIL,SBEITLA,2018-08-01,KASSERINE,SBEITLA,71431.86,1190.531,6.0,5.0,43.0,54.0,41.0,60.0
18224,BIZERTE CARBURANT,GASOIL,SBEITLA,2018-08-01,KASSERINE,SBEITLA,5952.655,1190.531,60.0,6.0,5.0,43.0,54.0,5.0
4649,SKHIRA,GASOIL,SBEITLA,2018-09-01,KASSERINE,SBEITLA,93010.822,1256.903,5.0,60.0,6.0,5.0,43.0,74.0
