,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),prixHT,lag1_previous_quantity,lag2_previous_quantity,lag3_previous_quantity,lag4_previous_quantity,lag5_previous_quantity,SUM(QTEPRD)
18307,SKHIRA,GASOIL,KETTANA,2018-10-01,GABES,KETTANA,60331.344,1256.903,44.0,6.0,55.0,54.0,45.0,48.0
15732,SKHIRA,GASOIL,KETTANA,2018-11-01,GABES,KETTANA,59074.441,1256.903,48.0,44.0,6.0,55.0,54.0,47.0
15689,GOULETTE,GASOIL,KETTANA,2018-11-01,GABES,KETTANA,12569.03,1256.903,47.0,48.0,44.0,6.0,55.0,10.0
11743,SKHIRA,GASOIL,KETTANA,2018-12-01,GABES,KETTANA,10042.48,1255.31,10.0,47.0,48.0,44.0,6.0,8.0
367,ZARZIS,GASOIL,KETTANA,2018-12-01,GABES,KETTANA,26394.963,1256.903,8.0,10.0,47.0,48.0,44.0,21.0
15365,SKHIRA,GASOIL,KETTANA,2019-01-01,GABES,KETTANA,52723.02,1255.31,21.0,8.0,10.0,47.0,48.0,42.0
4464,GOULETTE,GASOIL,KETTANA,2019-01-01,GABES,KETTANA,7531.86,1255.31,42.0,21.0,8.0,10.0,47.0,6.0
18548,SKHIRA,GASOIL,KETTANA,2019-02-01,GABES,KETTANA,52723.02,1255.31,6.0,42.0,21.0,8.0,10.0,42.0
1073,SKHIRA,GASOIL,KETTANA,2019-03-01,GABES,KETTANA,45191.16,1255.3100000000002,42.0,6.0,42.0,21.0,8.0,36.0
2322,SKHIRA,GASOIL,KETTANA,2019-04-01,GABES,KETTANA,54660.626,1333.186,36.0,42.0,6.0,42.0,21.0,41.0
14575,SKHIRA,GASOIL,KETTANA,2019-05-01,GABES,KETTANA,45328.324,1333.186,41.0,36.0,42.0,6.0,42.0,34.0
4941,SKHIRA,GASOIL,KETTANA,2019-06-01,GABES,KETTANA,21330.976,1333.186,34.0,41.0,36.0,42.0,6.0,16.0
1158,GOULETTE,GASOIL,KETTANA,2019-06-01,GABES,KETTANA,21330.976,1333.186,16.0,34.0,41.0,36.0,42.0,16.0
17526,SKHIRA,GASOIL,KETTANA,2019-07-01,GABES,KETTANA,70596.894,1332.0168679245282,16.0,16.0,34.0,41.0,36.0,53.0
21532,SKHIRA,GASOIL,KETTANA,2019-08-01,GABES,KETTANA,73203.515,1330.973,53.0,16.0,16.0,34.0,41.0,55.0
11913,SKHIRA,GASOIL,KETTANA,2019-09-01,GABES,KETTANA,57231.839,1330.973,55.0,53.0,16.0,16.0,34.0,43.0
13581,SKHIRA,GASOIL,KETTANA,2019-10-01,GABES,KETTANA,51907.947,1330.973,43.0,55.0,53.0,16.0,16.0,39.0
8233,SKHIRA,GASOIL,KETTANA,2019-11-01,GABES,KETTANA,57231.839,1330.973,39.0,43.0,55.0,53.0,16.0,43.0
8252,SKHIRA,GASOIL,KETTANA,2019-12-01,GABES,KETTANA,71872.542,1330.973,43.0,39.0,43.0,55.0,53.0,54.0
2785,SKHIRA,GASOIL 50,KETTANA,2018-01-01,GABES,KETTANA,18565.484,1326.106,0.0,0.0,0.0,0.0,0.0,14.0
17815,SKHIRA,GASOIL 50,KETTANA,2018-02-01,GABES,KETTANA,13261.06,1326.106,14.0,0.0,0.0,0.0,0.0,10.0
12402,BIZERTE CARBURANT,GASOIL 50,KETTANA,2018-02-01,GABES,KETTANA,2652.212,1326.106,10.0,14.0,0.0,0.0,0.0,2.0
8404,SKHIRA,GASOIL 50,KETTANA,2018-03-01,GABES,KETTANA,25196.014,1326.106,2.0,10.0,14.0,0.0,0.0,19.0
7040,SKHIRA,GASOIL 50,KETTANA,2018-04-01,GABES,KETTANA,23296.018,1370.354,19.0,2.0,10.0,14.0,0.0,17.0
9878,SKHIRA,GASOIL 50,KETTANA,2018-05-01,GABES,KETTANA,19184.956,1370.3539999999998,17.0,19.0,2.0,10.0,14.0,14.0
15600,SKHIRA,GASOIL 50,KETTANA,2018-06-01,GABES,KETTANA,11294.692,1411.8365,14.0,17.0,19.0,2.0,10.0,8.0
20855,SKHIRA,GASOIL 50,KETTANA,2018-07-01,GABES,KETTANA,12930.534,1436.7259999999999,8.0,14.0,17.0,19.0,2.0,9.0
610,BIZERTE CARBURANT,GASOIL 50,KETTANA,2018-08-01,GABES,KETTANA,2873.452,1436.726,9.0,8.0,14.0,17.0,19.0,2.0
7395,SKHIRA,GASOIL 50,KETTANA,2018-08-01,GABES,KETTANA,25861.068,1436.7259999999999,2.0,9.0,8.0,14.0,17.0,18.0
10219,SKHIRA,GASOIL 50,KETTANA,2018-09-01,GABES,KETTANA,10428.761,1489.823,18.0,2.0,9.0,8.0,14.0,7.0
6102,SKHIRA,GASOIL 50,KETTANA,2018-10-01,GABES,KETTANA,11918.584,1489.823,7.0,18.0,2.0,9.0,8.0,8.0
3474,ZARZIS,GASOIL 50,KETTANA,2018-11-01,GABES,KETTANA,5959.292,1489.823,8.0,7.0,18.0,2.0,9.0,4.0
7621,SKHIRA,GASOIL 50,KETTANA,2018-11-01,GABES,KETTANA,13408.407,1489.8229999999999,4.0,8.0,7.0,18.0,2.0,9.0
20785,SKHIRA,GASOIL 50,KETTANA,2018-12-01,GABES,KETTANA,8935.752,1489.2920000000001,9.0,4.0,8.0,7.0,18.0,6.0
9109,SKHIRA,GASOIL 50,KETTANA,2019-01-01,GABES,KETTANA,7441.15,1488.23,6.0,9.0,4.0,8.0,7.0,5.0
11319,BIZERTE CARBURANT,GASOIL 50,KETTANA,2019-01-01,GABES,KETTANA,4464.69,1488.2299999999998,5.0,6.0,9.0,4.0,8.0,3.0
21237,SKHIRA,GASOIL 50,KETTANA,2019-02-01,GABES,KETTANA,11905.84,1488.23,3.0,5.0,6.0,9.0,4.0,8.0
6531,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-03-01,GABES,KETTANA,14882.3,1488.23,0.0,0.0,0.0,0.0,0.0,10.0
9229,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-04-01,GABES,KETTANA,12458.056,1557.257,10.0,0.0,0.0,0.0,0.0,8.0
7821,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-05-01,GABES,KETTANA,12458.056,1557.257,8.0,10.0,0.0,0.0,0.0,8.0
7807,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-06-01,GABES,KETTANA,17129.827,1557.257,8.0,8.0,10.0,0.0,0.0,11.0
9471,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-07-01,GABES,KETTANA,28008.496,1556.0275555555554,11.0,8.0,8.0,10.0,0.0,18.0
16126,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-08-01,GABES,KETTANA,34210.968,1555.044,18.0,11.0,8.0,8.0,10.0,22.0
11893,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-09-01,GABES,KETTANA,18660.528,1555.0439999999999,22.0,18.0,11.0,8.0,8.0,12.0
8158,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-10-01,GABES,KETTANA,15550.44,1555.044,12.0,22.0,18.0,11.0,8.0,10.0
16350,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-11-01,GABES,KETTANA,17105.484,1555.044,10.0,12.0,22.0,18.0,11.0,11.0
11904,SKHIRA,GAZOIL SANS SOUFRE,KETTANA,2019-12-01,GABES,KETTANA,18660.528,1555.0439999999999,11.0,10.0,12.0,22.0,18.0,12.0
8309,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-01-01,GABES,KETTANA,21770.16,1451.344,0.0,0.0,0.0,0.0,0.0,15.0
8374,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-02-01,GABES,KETTANA,20318.816,1451.3439999999998,15.0,0.0,0.0,0.0,0.0,14.0
11104,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-03-01,GABES,KETTANA,36283.6,1451.344,14.0,15.0,0.0,0.0,0.0,25.0
7032,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-04-01,GABES,KETTANA,32853.942,1493.361,25.0,14.0,15.0,0.0,0.0,22.0
11210,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-05-01,GABES,KETTANA,22400.415,1493.361,22.0,25.0,14.0,15.0,0.0,15.0
3368,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-06-01,GABES,KETTANA,9086.216,1514.3693333333333,15.0,22.0,25.0,14.0,15.0,6.0
11418,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-07-01,GABES,KETTANA,17120.246,1556.386,6.0,15.0,22.0,25.0,14.0,11.0
14200,GOULETTE,SSP SUPER SANS PLOMB,KETTANA,2018-08-01,GABES,KETTANA,14007.474,1556.386,11.0,6.0,15.0,22.0,25.0,9.0
7424,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KETTANA,2018-08-01,GABES,KETTANA,21789.404,1556.386,9.0,11.0,6.0,15.0,22.0,14.0
12798,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-08-01,GABES,KETTANA,94939.546,1556.386,14.0,9.0,11.0,6.0,15.0,61.0
16982,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-09-01,GABES,KETTANA,19281.684,1606.807,61.0,14.0,9.0,11.0,6.0,12.0
15639,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-10-01,GABES,KETTANA,11247.649,1606.807,12.0,61.0,14.0,9.0,11.0,7.0
11694,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-11-01,GABES,KETTANA,12854.456,1606.807,7.0,12.0,61.0,14.0,9.0,8.0
3437,GOULETTE,SSP SUPER SANS PLOMB,KETTANA,2018-11-01,GABES,KETTANA,4820.421,1606.807,8.0,7.0,12.0,61.0,14.0,3.0
4432,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2018-12-01,GABES,KETTANA,16063.531,1606.3531,3.0,8.0,7.0,12.0,61.0,10.0
7238,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-01-01,GABES,KETTANA,11237.058,1605.294,10.0,3.0,8.0,7.0,12.0,7.0
1764,GOULETTE,SSP SUPER SANS PLOMB,KETTANA,2019-01-01,GABES,KETTANA,3210.588,1605.294,7.0,10.0,3.0,8.0,7.0,2.0
21241,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-02-01,GABES,KETTANA,19263.528,1605.2939999999999,2.0,7.0,10.0,3.0,8.0,12.0
5099,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-03-01,GABES,KETTANA,22474.116,1605.294,12.0,2.0,7.0,10.0,3.0,14.0
2285,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-04-01,GABES,KETTANA,36758.48,1670.8400000000001,14.0,12.0,2.0,7.0,10.0,22.0
939,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-05-01,GABES,KETTANA,21720.92,1670.84,22.0,14.0,12.0,2.0,7.0,13.0
13160,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-06-01,GABES,KETTANA,28404.28,1670.84,13.0,22.0,14.0,12.0,2.0,17.0
3916,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-07-01,GABES,KETTANA,50081.079,1669.3692999999998,17.0,13.0,22.0,14.0,12.0,30.0
6564,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-08-01,GABES,KETTANA,68418.299,1668.739,30.0,17.0,13.0,22.0,14.0,41.0
960,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-09-01,GABES,KETTANA,33374.78,1668.739,41.0,30.0,17.0,13.0,22.0,20.0
10823,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-10-01,GABES,KETTANA,28368.563,1668.7389999999998,20.0,41.0,30.0,17.0,13.0,17.0
12289,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-11-01,GABES,KETTANA,45055.953,1668.739,17.0,20.0,41.0,30.0,17.0,27.0
971,SKHIRA,SSP SUPER SANS PLOMB,KETTANA,2019-12-01,GABES,KETTANA,30037.302,1668.739,27.0,17.0,20.0,41.0,30.0,18.0
16375,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-01-01,BIZERTE,KHETMINE,158746.917,1079.9109999999998,0.0,0.0,0.0,0.0,0.0,147.0
17756,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-02-01,BIZERTE,KHETMINE,24837.953,1079.911,147.0,0.0,0.0,0.0,0.0,23.0
19127,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-02-01,BIZERTE,KHETMINE,68034.393,1079.9109999999998,23.0,147.0,0.0,0.0,0.0,63.0
1413,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-03-01,BIZERTE,KHETMINE,123375.342,1082.2398421052633,63.0,23.0,147.0,0.0,0.0,114.0
12495,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-04-01,BIZERTE,KHETMINE,146140.67,1124.159,114.0,63.0,23.0,147.0,0.0,130.0
8545,GOULETTE,GASOIL,KHETMINE,2018-05-01,BIZERTE,KHETMINE,13489.908,1124.1589999999999,130.0,114.0,63.0,23.0,147.0,12.0
4199,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-05-01,BIZERTE,KHETMINE,167499.691,1124.1589999999999,12.0,130.0,114.0,63.0,23.0,149.0
14240,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-06-01,BIZERTE,KHETMINE,196080.765,1146.6711403508773,149.0,12.0,130.0,114.0,63.0,171.0
7267,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-07-01,BIZERTE,KHETMINE,169055.402,1190.531,171.0,149.0,12.0,130.0,114.0,142.0
18111,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-08-01,BIZERTE,KHETMINE,159531.154,1190.5310000000002,142.0,171.0,149.0,12.0,130.0,134.0
3340,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-09-01,BIZERTE,KHETMINE,184034.649,1251.936387755102,134.0,142.0,171.0,149.0,12.0,147.0
1995,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-10-01,BIZERTE,KHETMINE,177223.323,1256.903,147.0,134.0,142.0,171.0,149.0,141.0
10320,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-11-01,BIZERTE,KHETMINE,149571.457,1256.903,141.0,147.0,134.0,142.0,171.0,119.0
16636,BIZERTE CARBURANT,GASOIL,KHETMINE,2018-12-01,BIZERTE,KHETMINE,124388.793,1256.4524545454547,119.0,141.0,147.0,134.0,142.0,99.0
4386,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-01-01,BIZERTE,KHETMINE,104190.73,1255.31,99.0,119.0,141.0,147.0,134.0,83.0
17205,GOULETTE,GASOIL,KHETMINE,2019-02-01,BIZERTE,KHETMINE,5021.24,1255.31,83.0,99.0,119.0,141.0,147.0,4.0
9990,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-02-01,BIZERTE,KHETMINE,96658.87,1255.31,4.0,83.0,99.0,119.0,141.0,77.0
14678,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-03-01,BIZERTE,KHETMINE,121765.07,1255.3100000000002,77.0,4.0,83.0,99.0,119.0,97.0
21398,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-04-01,BIZERTE,KHETMINE,141317.716,1333.186,97.0,77.0,4.0,83.0,99.0,106.0
13331,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-05-01,BIZERTE,KHETMINE,137318.158,1333.186,106.0,97.0,77.0,4.0,83.0,103.0
2456,GOULETTE,GASOIL,KHETMINE,2019-05-01,BIZERTE,KHETMINE,7999.116,1333.186,103.0,106.0,97.0,77.0,4.0,6.0
11908,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-06-01,BIZERTE,KHETMINE,193311.97,1333.186,6.0,103.0,106.0,97.0,77.0,145.0
6682,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-07-01,BIZERTE,KHETMINE,189157.502,1332.0950845070422,145.0,6.0,103.0,106.0,97.0,142.0
12056,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-08-01,BIZERTE,KHETMINE,199645.95,1330.9730000000002,142.0,145.0,6.0,103.0,106.0,150.0
6468,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-09-01,BIZERTE,KHETMINE,188998.166,1330.973,150.0,142.0,145.0,6.0,103.0,142.0
13257,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-10-01,BIZERTE,KHETMINE,210293.734,1330.973,142.0,150.0,142.0,145.0,6.0,158.0
9520,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-11-01,BIZERTE,KHETMINE,202307.896,1330.973,158.0,142.0,150.0,142.0,145.0,152.0
19014,BIZERTE CARBURANT,GASOIL,KHETMINE,2019-12-01,BIZERTE,KHETMINE,228927.356,1330.973,152.0,158.0,142.0,150.0,142.0,172.0
13678,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-01-01,BIZERTE,KHETMINE,23869.908,1326.106,0.0,0.0,0.0,0.0,0.0,18.0
8370,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-02-01,BIZERTE,KHETMINE,10608.848,1326.106,18.0,0.0,0.0,0.0,0.0,8.0
20437,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-02-01,BIZERTE,KHETMINE,5304.424,1326.106,8.0,18.0,0.0,0.0,0.0,4.0
1468,SKHIRA,GASOIL 50,KHETMINE,2018-02-01,BIZERTE,KHETMINE,5304.424,1326.106,4.0,8.0,18.0,0.0,0.0,4.0
13754,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-03-01,BIZERTE,KHETMINE,23869.908,1326.106,4.0,4.0,8.0,18.0,0.0,18.0
17904,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-04-01,BIZERTE,KHETMINE,26036.726,1370.354,18.0,4.0,4.0,8.0,18.0,19.0
239,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-05-01,BIZERTE,KHETMINE,23296.018,1370.354,19.0,18.0,4.0,4.0,8.0,17.0
12869,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-06-01,BIZERTE,KHETMINE,29175.666,1389.3174285714285,17.0,19.0,18.0,4.0,4.0,21.0
20788,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-07-01,BIZERTE,KHETMINE,34481.424,1436.7259999999999,21.0,17.0,19.0,18.0,4.0,24.0
4468,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-08-01,BIZERTE,KHETMINE,41665.054,1436.7259999999999,24.0,21.0,17.0,19.0,18.0,29.0
20947,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-09-01,BIZERTE,KHETMINE,29796.46,1489.8229999999999,29.0,24.0,21.0,17.0,19.0,20.0
21095,SKHIRA,GASOIL 50,KHETMINE,2018-10-01,BIZERTE,KHETMINE,4469.469,1489.823,20.0,29.0,24.0,21.0,17.0,3.0
14334,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-10-01,BIZERTE,KHETMINE,25326.991,1489.823,3.0,20.0,29.0,24.0,21.0,17.0
3252,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-11-01,BIZERTE,KHETMINE,23837.168,1489.823,17.0,3.0,20.0,29.0,24.0,16.0
7231,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2018-12-01,BIZERTE,KHETMINE,17871.504,1489.2920000000001,16.0,17.0,3.0,20.0,29.0,12.0
7259,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2019-01-01,BIZERTE,KHETMINE,19346.99,1488.23,12.0,16.0,17.0,3.0,20.0,13.0
19328,BIZERTE CARBURANT,GASOIL 50,KHETMINE,2019-02-01,BIZERTE,KHETMINE,20835.22,1488.23,13.0,12.0,16.0,17.0,3.0,14.0
13379,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-03-01,BIZERTE,KHETMINE,22323.45,1488.23,0.0,0.0,0.0,0.0,0.0,15.0
14664,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-04-01,BIZERTE,KHETMINE,24916.112,1557.257,15.0,0.0,0.0,0.0,0.0,16.0
5075,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-05-01,BIZERTE,KHETMINE,26473.369,1557.2569999999998,16.0,15.0,0.0,0.0,0.0,17.0
9156,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-06-01,BIZERTE,KHETMINE,26473.369,1557.2569999999998,17.0,16.0,15.0,0.0,0.0,17.0
6684,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-07-01,BIZERTE,KHETMINE,31123.01,1556.1505,17.0,17.0,16.0,15.0,0.0,20.0
18786,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-08-01,BIZERTE,KHETMINE,43541.232,1555.044,20.0,17.0,17.0,16.0,15.0,28.0
5058,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-09-01,BIZERTE,KHETMINE,31100.88,1555.044,28.0,20.0,17.0,17.0,16.0,20.0
19993,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-10-01,BIZERTE,KHETMINE,32655.924,1555.0439999999999,20.0,28.0,20.0,17.0,17.0,21.0
5407,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-11-01,BIZERTE,KHETMINE,27990.792,1555.044,21.0,20.0,28.0,20.0,17.0,18.0
19013,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,KHETMINE,2019-12-01,BIZERTE,KHETMINE,40431.144,1555.044,18.0,21.0,20.0,28.0,20.0,26.0
1369,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-01-01,BIZERTE,KHETMINE,59505.104,1451.344,0.0,0.0,0.0,0.0,0.0,41.0
17757,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-02-01,BIZERTE,KHETMINE,17416.128,1451.344,41.0,0.0,0.0,0.0,0.0,12.0
17800,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-02-01,BIZERTE,KHETMINE,36283.6,1451.344,12.0,41.0,0.0,0.0,0.0,25.0
1412,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-03-01,BIZERTE,KHETMINE,72567.2,1451.344,25.0,12.0,41.0,0.0,0.0,50.0
5598,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-04-01,BIZERTE,KHETMINE,67201.245,1493.3609999999999,50.0,25.0,12.0,41.0,0.0,45.0
16573,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-05-01,BIZERTE,KHETMINE,71681.328,1493.3609999999999,45.0,50.0,25.0,12.0,41.0,48.0
6019,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-06-01,BIZERTE,KHETMINE,72500.653,1510.4302708333335,48.0,45.0,50.0,25.0,12.0,48.0
7278,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-07-01,BIZERTE,KHETMINE,79375.686,1556.386,48.0,48.0,45.0,50.0,25.0,51.0
7376,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-08-01,BIZERTE,KHETMINE,84044.844,1556.386,51.0,48.0,48.0,45.0,50.0,54.0
18255,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-09-01,BIZERTE,KHETMINE,80138.666,1602.77332,54.0,51.0,48.0,48.0,45.0,50.0
4694,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-10-01,BIZERTE,KHETMINE,69092.701,1606.807,50.0,54.0,51.0,48.0,48.0,43.0
19518,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-11-01,BIZERTE,KHETMINE,46597.403,1606.807,43.0,50.0,54.0,51.0,48.0,29.0
3024,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2018-12-01,BIZERTE,KHETMINE,38549.751,1606.239625,29.0,43.0,50.0,54.0,51.0,24.0
303,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-01-01,BIZERTE,KHETMINE,36921.762,1605.294,24.0,29.0,43.0,50.0,54.0,23.0
3583,GOULETTE,SSP SUPER SANS PLOMB,KHETMINE,2019-02-01,BIZERTE,KHETMINE,3210.588,1605.294,23.0,24.0,29.0,43.0,50.0,2.0
20760,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-02-01,BIZERTE,KHETMINE,36921.762,1605.294,2.0,23.0,24.0,29.0,43.0,23.0
6497,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-03-01,BIZERTE,KHETMINE,51369.408,1605.294,23.0,2.0,23.0,24.0,29.0,32.0
1037,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-04-01,BIZERTE,KHETMINE,60150.24,1670.84,32.0,23.0,2.0,23.0,24.0,36.0
5131,GOULETTE,SSP SUPER SANS PLOMB,KHETMINE,2019-05-01,BIZERTE,KHETMINE,5012.52,1670.8400000000001,36.0,32.0,23.0,2.0,23.0,3.0
6508,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-05-01,BIZERTE,KHETMINE,53466.88,1670.84,3.0,36.0,32.0,23.0,2.0,32.0
900,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-06-01,BIZERTE,KHETMINE,56808.56,1670.84,32.0,3.0,36.0,32.0,23.0,34.0
18886,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-07-01,BIZERTE,KHETMINE,73468.637,1669.7417500000001,34.0,32.0,3.0,36.0,32.0,44.0
16117,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-08-01,BIZERTE,KHETMINE,76761.994,1668.739,44.0,34.0,32.0,3.0,36.0,46.0
10581,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-09-01,BIZERTE,KHETMINE,61743.343,1668.739,46.0,44.0,34.0,32.0,3.0,37.0
7859,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-10-01,BIZERTE,KHETMINE,63412.082,1668.739,37.0,46.0,44.0,34.0,32.0,38.0
12250,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-11-01,BIZERTE,KHETMINE,63412.082,1668.739,38.0,37.0,46.0,44.0,34.0,38.0
20339,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KHETMINE,2019-12-01,BIZERTE,KHETMINE,90111.906,1668.739,38.0,38.0,37.0,46.0,44.0,54.0
10989,SKHIRA,GASOIL,KONDAR,2018-01-01,SOUSSE,KONDAR,157667.006,1079.911,0.0,0.0,0.0,0.0,0.0,146.0
6904,GOULETTE,GASOIL,KONDAR,2018-01-01,SOUSSE,KONDAR,286176.415,1079.9109999999998,146.0,0.0,0.0,0.0,0.0,265.0
16450,SKHIRA,GASOIL,KONDAR,2018-02-01,SOUSSE,KONDAR,295895.614,1079.911,265.0,146.0,0.0,0.0,0.0,274.0
20450,GOULETTE,GASOIL,KONDAR,2018-02-01,SOUSSE,KONDAR,57235.283,1079.911,274.0,265.0,146.0,0.0,0.0,53.0
17810,GOULETTE,GASOIL,KONDAR,2018-02-01,SOUSSE,KONDAR,34557.152,1079.911,53.0,274.0,265.0,146.0,0.0,32.0
4225,GOULETTE,GASOIL,KONDAR,2018-03-01,SOUSSE,KONDAR,123109.854,1079.911,32.0,53.0,274.0,265.0,146.0,114.0
16509,SKHIRA,GASOIL,KONDAR,2018-03-01,SOUSSE,KONDAR,247299.619,1079.911,114.0,32.0,53.0,274.0,265.0,229.0
