CATPRD,NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD)
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,153020,19-Nov,15,8,24880.704,16
CARBURANT,BIZERTE CARBURANT,GASOIL,671642,19-Nov,6,17,2661.946,2
CARBURANT,ZARZIS,GAZOIL SANS SOUFRE,563081,19-Nov,22,47,23325.66,15
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,154860,19-Nov,1,79,49761.408,32
CARBURANT,GOULETTE,GASOIL,154880,19-Nov,8,33,347383.953,261
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155600,19-Dec,3,17,201917.419,121
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,154360,19-Nov,5,34,24880.704,16
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,153560,19-Nov,16,35,6220.176,4
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,153650,19-Nov,2,94,26435.748,17
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,154820,19-Nov,15,98,15550.44,10
CARBURANT,GOULETTE,GASOIL,205501,19-Nov,4,26,13309.73,10
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,150300,19-Nov,1,43,37321.056,24
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,150470,19-Dec,6,1,250310.85,150
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155210,19-Dec,8,22,178555.073,107
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,209931,19-Nov,6,45,10885.308,7
CARBURANT,GOULETTE,GASOIL,151770,19-Dec,14,28,194322.058,146
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153570,19-Dec,10,3,61743.343,37
CARBURANT,GOULETTE,GASOIL,153460,19-Dec,10,7,145076.057,109
CARBURANT,GOULETTE,GASOIL,244620,19-Nov,15,1,15887.676,12
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,153240,19-Nov,4,21,26435.748,17
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154500,19-Dec,1,43,922812.667,553
CARBURANT,GOULETTE,GASOIL,155180,19-Nov,8,26,33274.325,25
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,151560,19-Dec,4,42,30037.302,18
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,154970,19-Nov,9,8,6220.176,4
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,244540,19-Nov,4,35,9330.264,6
CARBURANT,GOULETTE,GASOIL,153100,19-Dec,14,9,315440.601,237
CARBURANT,ZARZIS,GASOIL,225001,19-Nov,22,14,10647.784,8
CARBURANT,GOULETTE,PETROLE,155290,19-Nov,20,31,7153.794,9
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,154380,19-Dec,7,33,68421.936,44
CARBURANT,GOULETTE,GASOIL,155330,19-Dec,1,90,207631.788,156
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154010,19-Dec,14,21,100124.34,60
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154580,19-Nov,22,25,26699.824,16
CARBURANT,SKHIRA,GASOIL,208452,19-Nov,17,67,3378306.839,2543
CARBURANT,SKHIRA,APS AGILIX PREMIUM ESS.,153950,19-Nov,17,67,5464.536,3
CARBURANT,SKHIRA,GASOIL,210041,19-Nov,22,25,18395.622,14
CARBURANT,SKHIRA,FOL,211491,19-Nov,23,36,233444.681,337.56
CARBURANT,SKHIRA,GASOIL,154710,19-Nov,17,67,75865.461,57
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154710,19-Nov,17,67,203586.158,122
CARBURANT,SKHIRA,FOL,205671,19-Nov,6,15,16659.487,24.1
CARBURANT,SKHIRA,GASOIL,153980,19-Nov,17,44,170364.544,128
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,150500,19-Nov,18,49,35766.012,23
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153060,19-Nov,21,68,30037.302,18
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155090,19-Nov,13,12,18356.129,11
CARBURANT,SKHIRA,GASOIL,155580,19-Nov,13,40,50576.974,38
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,151860,19-Dec,6,17,135167.859,81
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,155550,19-Nov,19,81,26435.748,17
CARBURANT,SKHIRA,GASOIL,155900,19-Nov,17,67,108963.894,78
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,154620,19-Nov,21,22,69976.98,45
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,154640,19-Nov,19,44,37321.056,24
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,154870,19-Dec,14,28,144619.092,93
CARBURANT,SKHIRA,GASOIL,154640,19-Nov,19,44,133097.3,100
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,151620,19-Nov,12,20,32655.924,21
CARBURANT,GOULETTE,GASOIL,152860,19-Dec,14,25,503107.794,378
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,155240,19-Dec,7,7,23325.66,15
CARBURANT,GOULETTE,GASOIL,155820,19-Dec,14,39,339398.115,255
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,155820,19-Dec,14,39,213041.028,137
CARBURANT,BIZERTE CARBURANT,FOL,205801,19-Nov,9,8,17233.8,24.92
CARBURANT,GOULETTE,GASOIL,155720,19-Nov,3,53,11978.757,9
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155720,19-Nov,3,53,16687.39,10
CARBURANT,GOULETTE,GASOIL,155000,19-Dec,9,5,175688.436,132
CARBURANT,SKHIRA,GASOIL,207231,19-Nov,18,48,49153.501,37
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,563741,19-Nov,6,3,15550.44,10
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,151930,19-Nov,17,46,73424.516,44
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,151620,19-Nov,12,20,55068.387,33
CARBURANT,SKHIRA,GASOIL,205761,19-Nov,17,25,10647.784,8
CARBURANT,SKHIRA,GASOIL,200011,19-Nov,23,65,94071.592,71
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,155430,19-Dec,4,30,52871.496,34
CARBURANT,SKHIRA,FOL,223491,19-Nov,23,36,266280.189,385.04
CARBURANT,SKHIRA,GASOIL,437532,19-Nov,20,33,3992.919,3
CARBURANT,SKHIRA,GASOIL,203691,19-Nov,16,2,315440.601,237
CARBURANT,GOULETTE,GASOIL,206751,19-Dec,14,1,7973.838,6
CARBURANT,SKHIRA,GASOIL,204011,19-Nov,21,1,27866.433,21
CARBURANT,SKHIRA,GASOIL,202013,19-Nov,12,59,18465.622,14
CARBURANT,SKHIRA,GASOIL,150460,19-Nov,23,37,13309.73,10
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,201742,19-Nov,23,69,30900.88,20
CARBURANT,SKHIRA,GASOIL,219811,19-Nov,13,2,41260.163,31
CARBURANT,SKHIRA,APS AGILIX PREMIUM ESS.,151330,19-Nov,18,34,7286.048,4
CARBURANT,SKHIRA,FOL,219041,19-Nov,17,37,10207.499,14.76
CARBURANT,SKHIRA,GASOIL,674652,19-Nov,17,67,3992.919,3
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153220,19-Nov,23,62,11681.173,7
CARBURANT,SKHIRA,GASOIL,563741,19-Nov,13,43,9316.811,7
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155200,19-Dec,11,27,33374.78,20
CARBURANT,SKHIRA,GASOIL,153880,19-Dec,21,1,31943.352,24
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,153650,19-Dec,2,94,99522.816,64
CARBURANT,SKHIRA,GASOIL,207541,19-Nov,17,18,10623.784,8
CARBURANT,SKHIRA,GASOIL,210041,19-Oct,22,99,13139.73,10
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,155500,19-Oct,2,93,9330.264,6
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,207741,19-Oct,1,20,17105.484,11
CARBURANT,SKHIRA,GASOIL,205561,19-Oct,21,1,3990.669,3
CARBURANT,SKHIRA,GASOIL,153370,19-Dec,20,15,175688.436,132
CARBURANT,SKHIRA,FOL,244430,19-Dec,13,21,20276.686,29.32
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153420,19-Dec,11,50,90111.906,54
CARBURANT,SKHIRA,GASOIL,204852,19-Dec,18,34,251553.897,189
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,563741,19-Dec,12,15,46651.32,30
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,152370,19-Dec,17,18,25031.085,15
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,155780,19-Dec,7,57,29545.836,19
CARBURANT,GOULETTE,GASOIL,218751,19-Dec,4,10,102484.921,77
CARBURANT,GOULETTE,GASOIL,155750,19-Dec,1,50,126442.435,95
CARBURANT,GOULETTE,PETROLE,153630,19-Dec,12,28,14307.588,18
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154100,19-Dec,11,28,21693.607,13
CARBURANT,SKHIRA,APS AGILIX PREMIUM ESS.,153180,19-Oct,17,67,3643.024,2
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154760,19-Dec,4,24,96786.862,58
CARBURANT,GOULETTE,GASOIL,155270,19-Dec,3,16,114463.678,86
CARBURANT,GOULETTE,GASOIL,672152,19-Dec,10,7,3992.919,3
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,155890,19-Dec,6,15,37325.412,23
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153860,19-Dec,11,21,13349.912,8
CARBURANT,SKHIRA,GASOIL,154580,19-Dec,22,25,69210.596,52
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155650,19-Dec,16,35,20024.868,12
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,152800,19-Dec,14,13,38876.1,25
CARBURANT,SKHIRA,GASOIL,211511,19-Oct,23,37,5315.892,4
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,563741,19-Dec,17,67,34210.968,22
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,153290,19-Dec,16,51,15550.44,10
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,150750,19-Dec,12,1,23325.66,15
CARBURANT,BIZERTE CARBURANT,GASOIL,563741,19-Dec,6,4,10647.784,8
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,563011,19-Dec,1,43,60074.604,36
CARBURANT,GOULETTE,GASOIL,563741,19-Dec,8,33,33274.325,25
CARBURANT,BIZERTE CARBURANT,FOL,201781,19-Nov,3,99,17109.318,24.74
CARBURANT,BIZERTE CARBURANT,GASOIL,208841,19-Nov,6,1,41198.163,31
CARBURANT,GOULETTE,GASOIL,672122,19-Dec,7,33,5323.892,4
CARBURANT,GOULETTE,APS AGILIX PREMIUM ESS.,155670,19-Dec,7,33,5464.536,3
CARBURANT,BIZERTE CARBURANT,GASOIL,214831,19-Dec,6,15,6654.865,5
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,155920,19-Dec,6,1,9330.264,6
CARBURANT,GERANT POIT DE VENTE,GASOIL,563171,19-Oct,1,43,13309.73,10
CARBURANT,GOULETTE,PETROLE,154760,19-Dec,4,24,3179.464,4
CARBURANT,ZARZIS,GASOIL,206611,19-Oct,4,74,-184516.22,-140
CARBURANT,GOULETTE,GASOIL,229681,19-Dec,15,17,19937.595,15
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,562902,19-Dec,2,41,23325.66,15
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155360,19-Dec,16,38,83436.95,50
CARBURANT,GOULETTE,GASOIL,215681,19-Dec,7,23,14640.703,11
CARBURANT,GOULETTE,APS AGILIX PREMIUM ESS.,155140,19-Dec,4,36,5464.536,3
CARBURANT,ZARZIS,GASOIL,206881,19-Dec,22,25,27950.433,21
CARBURANT,ZARZIS,GAZOIL SANS SOUFRE,151470,19-Dec,22,47,4665.132,3
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,152170,19-Dec,4,6,4665.132,3
CARBURANT,BIZERTE CARBURANT,GAZOIL SANS SOUFRE,673272,19-Dec,6,1,15550.44,10
CARBURANT,GOULETTE,GAZOIL SANS SOUFRE,152970,19-Dec,10,48,4665.132,3
CARBURANT,GOULETTE,GASOIL,561072,19-Dec,2,9,6654.865,5
CARBURANT,GOULETTE,GASOIL,561292,19-Dec,5,18,2661.946,2
CARBURANT,BIZERTE CARBURANT,GASOIL,208791,19-Dec,6,40,33274.325,25
CARBURANT,SKHIRA,FOL,244840,19-Dec,7,33,16666.717,24.1
CARBURANT,SKHIRA,GASOIL,244430,19-Dec,20,15,49061.001,37
CARBURANT,SKHIRA,GASOIL,435532,19-Dec,21,1,27950.433,21
CARBURANT,SKHIRA,GASOIL,225861,19-Dec,17,67,101153.948,76
CARBURANT,SKHIRA,GASOIL,155900,19-Dec,17,67,75436.542,54
CARBURANT,SKHIRA,FOL,210481,19-Dec,21,1,14301.564,20.68
CARBURANT,SKHIRA,GASOIL,215881,19-Dec,13,25,21295.568,16
CARBURANT,SKHIRA,FOL,200621,19-Dec,17,5,6611.361,9.56
CARBURANT,SKHIRA,FOL,245660,19-Dec,15,10,166432.034,240.66
CARBURANT,SKHIRA,FOL,214931,19-Dec,14,28,49930.993,72.2
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155470,19-Dec,17,16,6674.956,4
CARBURANT,SKHIRA,GASOIL,226461,19-Dec,17,67,11969.757,9
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,218501,19-Dec,17,36,15550.44,10
CARBURANT,SKHIRA,GASOIL,207801,19-Dec,21,29,13294.73,10
CARBURANT,SKHIRA,GAZOIL SANS SOUFRE,207724,19-Dec,22,25,6220.176,4
CARBURANT,SKHIRA,FOL,208051,19-Dec,5,13,16569.897,23.96
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155550,19-Dec,19,81,11681.173,7
CARBURANT,SKHIRA,APG AGILIX PREMIUM GAS.,151030,19-Dec,21,1,5121.24,3
CARBURANT,SKHIRA,GASOIL,436192,19-Dec,19,46,3992.919,3
CARBURANT,SKHIRA,FOL,219041,19-Dec,22,25,16652.885,24.08
CARBURANT,SKHIRA,GASOIL,566001,19-Dec,12,28,5323.892,4
CARBURANT,SKHIRA,GASOIL,430732,19-Dec,22,25,19964.595,15
CARBURANT,BIZERTE CARBURANT,FOL,211551,18-Feb,6,1,437797.11,914.22
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154420,18-Feb,1,83,201736.816,139
CARBURANT,BIZERTE CARBURANT,GASOIL,207011,18-Feb,6,40,725700.192,672
CARBURANT,SKHIRA,GASOIL,227551,18-Jan,15,19,68034.393,63
CARBURANT,ZARZIS,SSP SUPER SANS PLOMB,153220,18-Feb,23,62,17416.128,12
CARBURANT,ZARZIS,SSP SUPER SANS PLOMB,152500,18-Feb,22,1,69664.512,48
CARBURANT,ZARZIS,GASOIL,154580,18-Feb,22,25,15118.754,14
CARBURANT,GOULETTE,GASOIL,244620,18-Feb,24,2,54947.961,51
CARBURANT,SKHIRA,GASOIL,214091,18-Jan,17,58,246219.708,228
CARBURANT,SKHIRA,GASOIL,208711,18-Jan,17,61,11879.021,11
CARBURANT,GOULETTE,GASOIL,152740,18-Feb,14,59,8639.288,8
CARBURANT,BIZERTE CARBURANT,GASOIL,566001,18-Feb,6,77,5399.555,5
CARBURANT,BIZERTE CARBURANT,GASOIL,154670,18-Feb,6,8,7559.377,7
CARBURANT,GOULETTE,GASOIL,154730,18-Feb,14,14,119870.121,111
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155820,18-Feb,14,39,119010.208,82
CARBURANT,GOULETTE,GASOIL,155760,18-Mar,3,97,522676.924,484
CARBURANT,SKHIRA,GASOIL,210481,18-Mar,21,37,41999.529,39
CARBURANT,GOULETTE,GASOIL,244620,18-Mar,8,9,32322.33,30
CARBURANT,SKHIRA,GASOIL 50,155640,18-Mar,15,16,66305.3,50
CARBURANT,SKHIRA,GASOIL,206081,18-Mar,21,1,118711.67,110
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155600,18-Mar,3,17,175612.624,121
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155110,18-Feb,5,19,98691.392,68
CARBURANT,SKHIRA,GASOIL,153300,18-Jan,17,67,98271.901,91
CARBURANT,SKHIRA,GASOIL,206191,18-Jan,17,67,617709.092,572
CARBURANT,GOULETTE,GASOIL,201781,18-Jan,3,99,3239.733,3
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,154100,18-Jan,11,28,14513.44,10
CARBURANT,SKHIRA,GASOIL,432292,18-Jan,17,67,4319.644,4
CARBURANT,BIZERTE CARBURANT,PETROLE,155270,18-Jan,3,16,1441.592,2
CARBURANT,BIZERTE CARBURANT,PETROLE,154920,18-Jan,15,28,12253.532,17
CARBURANT,SKHIRA,GASOIL,154640,18-Jan,19,44,63714.749,59
CARBURANT,SKHIRA,GASOIL,153410,18-Jan,14,27,97191.99,90
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,155580,18-Jan,13,40,26124.192,18
CARBURANT,SKHIRA,GASOIL 50,152040,18-Jan,13,6,29174.332,22
CARBURANT,SKHIRA,GASOIL,206971,18-Jan,16,2,520517.102,482
CARBURANT,SKHIRA,GASOIL 50,155360,18-Jan,16,38,30500.438,23
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155670,18-Jan,7,33,97240.048,67
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155330,18-Jan,1,90,383154.816,264
CARBURANT,ZARZIS,SSP SUPER SANS PLOMB,152500,18-Jan,22,1,76921.232,53
CARBURANT,ZARZIS,GASOIL 50,152500,18-Jan,22,1,37130.968,28
CARBURANT,SKHIRA,GASOIL,154620,18-Jan,21,22,192224.158,178
CARBURANT,SKHIRA,GASOIL 50,153840,18-Jan,18,37,19891.59,15
CARBURANT,SKHIRA,GASOIL,154240,18-Jan,16,25,199783.535,185
CARBURANT,SKHIRA,GASOIL 50,151030,18-Jan,21,1,104762.374,79
CARBURANT,BIZERTE CARBURANT,PETROLE,155630,18-Jan,14,28,33877.412,47
CARBURANT,BIZERTE CARBURANT,FOL,229551,18-Feb,24,2,12739.875,25.64
CARBURANT,BIZERTE CARBURANT,FOL,211551,18-Feb,6,1,960910.593,2006.6
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153410,18-Jan,14,27,88849.102,67
CARBURANT,BIZERTE CARBURANT,GASOIL,153240,18-Jan,4,21,6479.466,6
CARBURANT,GOULETTE,GASOIL,672092,18-Jan,7,23,56155.372,52
CARBURANT,GOULETTE,GASOIL,224851,18-Jan,14,8,15118.754,14
CARBURANT,BIZERTE CARBURANT,GASOIL,205561,18-Jan,6,1,4316.644,4
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155270,18-Feb,3,16,37734.944,26
CARBURANT,GOULETTE,GASOIL,564672,18-Jan,3,52,21598.22,20
CARBURANT,GOULETTE,GASOIL,222761,18-Feb,15,29,82073.236,76
CARBURANT,GOULETTE,GASOIL,153380,18-Jan,1,43,34557.152,32
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153380,18-Jan,1,43,232215.04,160
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,153820,18-Jan,4,48,21770.16,15
CARBURANT,SKHIRA,GASOIL,154870,18-Jan,14,28,92872.346,86
CARBURANT,BIZERTE CARBURANT,FOL,208531,18-Jan,22,14,51953.252,104.56
CARBURANT,ZARZIS,GASOIL 50,207724,18-Jan,22,25,5304.424,4
CARBURANT,GOULETTE,GASOIL,154920,18-Jan,15,28,15118.754,14
CARBURANT,GOULETTE,GASOIL,224951,18-Jan,8,9,10799.11,10
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,153340,18-Jan,16,15,65310.48,45
CARBURANT,GOULETTE,GASOIL,151350,18-Feb,1,43,22678.131,21
CARBURANT,GOULETTE,GASOIL,155300,18-Feb,7,23,64794.66,60
CARBURANT,ZARZIS,GASOIL,226382,18-Jan,22,95,80993.325,75
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155300,18-Jan,7,23,37130.968,28
CARBURANT,GOULETTE,GASOIL,226621,18-Jan,4,30,58315.194,54
CARBURANT,GOULETTE,GASOIL,220711,18-Feb,10,31,3235.233,3
CARBURANT,ZARZIS,GASOIL,211741,18-Jan,23,36,78176.503,73
CARBURANT,BIZERTE CARBURANT,FOL,244330,18-Jan,17,67,21822.751,43.92
CARBURANT,BIZERTE CARBURANT,PETROLE,150990,18-Jan,18,42,7928.756,11
CARBURANT,SKHIRA,GASOIL 50,155550,18-Jan,19,81,7956.636,6
CARBURANT,GOULETTE,GASOIL,671012,18-Jan,9,5,21598.22,20
CARBURANT,GOULETTE,GASOIL,202571,18-Jan,15,30,118790.21,110
CARBURANT,SKHIRA,FOL,207131,18-Jan,15,17,155621.254,313.2
CARBURANT,GOULETTE,GASOIL,437352,18-Jan,11,42,4319.644,4
CARBURANT,SKHIRA,GASOIL,207231,18-Jan,18,38,261810.873,243
CARBURANT,GOULETTE,GASOIL,204121,18-Jan,5,13,28077.686,26
CARBURANT,BIZERTE CARBURANT,GASOIL 50,152360,18-Jan,10,35,2652.212,2
CARBURANT,SKHIRA,GASOIL,216151,18-Jan,13,25,25917.864,24
CARBURANT,BIZERTE CARBURANT,FOL,225031,18-Jan,22,47,30120.563,60.62
CARBURANT,SKHIRA,FOL,241301,18-Jan,22,47,17152.126,34.52
CARBURANT,SKHIRA,GASOIL,210381,18-Jan,17,67,10784.11,10
CARBURANT,GOULETTE,GASOIL,155180,18-Jan,8,26,35637.063,33
CARBURANT,ZARZIS,GASOIL,222271,18-Mar,22,54,64794.66,60
CARBURANT,BIZERTE CARBURANT,GASOIL 50,151350,18-Mar,1,43,33152.65,25
CARBURANT,GOULETTE,GASOIL,153570,18-Jan,10,3,213822.378,198
CARBURANT,ZARZIS,GASOIL,220621,18-Feb,22,14,10799.11,10
CARBURANT,ZARZIS,SSP SUPER SANS PLOMB,153220,18-Feb,23,62,33380.912,23
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155370,18-Jan,9,62,7956.636,6
CARBURANT,BIZERTE CARBURANT,GASOIL 50,563841,18-Jan,1,90,37130.968,28
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,155130,18-Jan,1,65,110302.144,76
CARBURANT,SKHIRA,GASOIL,155610,18-Mar,20,62,100431.723,93
CARBURANT,SKHIRA,GASOIL 50,201541,18-Mar,14,27,6630.53,5
CARBURANT,BIZERTE CARBURANT,PETROLE,153210,18-Feb,16,44,7928.756,11
CARBURANT,BIZERTE CARBURANT,FOL,218681,18-Jan,4,22,12908.813,25.98
CARBURANT,SKHIRA,GASOIL,154710,18-Mar,17,67,73433.948,68
CARBURANT,SKHIRA,GASOIL,205541,18-Jan,15,1,29036.097,27
CARBURANT,SKHIRA,GASOIL 50,209931,18-Jan,14,8,9282.742,7
CARBURANT,SKHIRA,GASOIL,211871,18-Jan,17,18,12958.932,12
CARBURANT,BIZERTE CARBURANT,GASOIL,670211,18-Jan,6,45,2159.822,2
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155380,18-Feb,2,12,17239.378,13
CARBURANT,ZARZIS,GASOIL,563741,18-Jan,22,98,4319.644,4
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,152800,18-Feb,14,13,11610.752,8
CARBURANT,SKHIRA,GASOIL,566001,18-Jan,21,1,3239.733,3
CARBURANT,GOULETTE,GASOIL,154880,18-Feb,8,33,196543.802,182
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,152290,18-Jan,4,26,14513.44,10
CARBURANT,ZARZIS,GASOIL,210041,18-Mar,23,37,65900.482,62
CARBURANT,SKHIRA,GASOIL 50,563741,18-Jan,23,37,7956.636,6
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,563841,18-Jan,1,90,14513.44,10
CARBURANT,SKHIRA,GASOIL,207601,18-Jan,12,28,5399.555,5
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153380,18-Feb,1,43,21217.696,16
CARBURANT,SKHIRA,SSP SUPER SANS PLOMB,152800,18-Feb,14,13,60956.448,42
CARBURANT,BIZERTE CARBURANT,GASOIL 50,151350,18-Feb,1,43,9282.742,7
CARBURANT,GOULETTE,GASOIL,201831,18-Feb,2,5,123109.854,114
CARBURANT,SKHIRA,GASOIL 50,152040,18-Feb,13,6,17239.378,13
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153410,18-Feb,14,27,14587.166,11
CARBURANT,SKHIRA,GASOIL,153950,18-Feb,17,67,172785.76,160
CARBURANT,SKHIRA,GASOIL 50,155460,18-Feb,19,45,10608.848,8
CARBURANT,BIZERTE CARBURANT,GASOIL 50,151030,18-Feb,21,1,7956.636,6
CARBURANT,BIZERTE CARBURANT,GASOIL 50,154580,18-Feb,22,25,3978.318,3
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,154860,18-Feb,1,79,197382.784,136
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155320,18-Jan,22,98,14587.166,11
CARBURANT,GOULETTE,GASOIL,560332,18-Feb,4,36,3239.733,3
CARBURANT,SKHIRA,GASOIL,153300,18-Feb,17,67,117710.299,109
CARBURANT,BIZERTE CARBURANT,GASOIL 50,152510,18-Mar,2,91,58348.664,44
CARBURANT,ZARZIS,GASOIL,228541,18-Jan,22,8,6479.466,6
CARBURANT,ZARZIS,GASOIL,241141,18-Feb,23,37,11879.021,11
CARBURANT,GOULETTE,GASOIL,672142,18-Jan,10,3,5399.555,5
CARBURANT,GOULETTE,GASOIL,229801,18-Jan,6,17,4319.644,4
CARBURANT,BIZERTE CARBURANT,FOL,221771,18-Jan,12,15,11944.875,24.04
CARBURANT,BIZERTE CARBURANT,GASOIL 50,437912,18-Jan,22,22,10608.848,8
CARBURANT,BIZERTE CARBURANT,GASOIL 50,150990,18-Jan,18,42,11934.954,9
CARBURANT,GOULETTE,GASOIL,201871,18-Feb,8,22,46242.673,43
CARBURANT,BIZERTE CARBURANT,PETROLE,152800,18-Feb,14,13,2883.184,4
CARBURANT,BIZERTE CARBURANT,GASOIL 50,153550,18-Feb,8,1,6630.53,5
CARBURANT,BIZERTE CARBURANT,GASOIL 50,437702,18-Jan,14,28,19891.59,15
CARBURANT,SKHIRA,GASOIL,209321,18-Jan,21,1,4313.644,4
CARBURANT,GOULETTE,GASOIL,154790,18-Feb,1,43,130669.231,121
CARBURANT,BIZERTE CARBURANT,GASOIL 50,152620,18-Feb,1,43,13261.06,10
CARBURANT,GOULETTE,GASOIL,208441,18-Feb,4,68,5399.555,5
CARBURANT,BIZERTE CARBURANT,PETROLE,154340,18-Feb,17,55,8649.552,12
CARBURANT,SKHIRA,GASOIL,200851,18-Feb,14,28,138228.608,128
CARBURANT,GOULETTE,SSP SUPER SANS PLOMB,155140,18-Feb,4,36,113204.832,78
CARBURANT,BIZERTE CARBURANT,GASOIL,671212,18-Jan,7,60,3239.733,3
CARBURANT,BIZERTE CARBURANT,GASOIL 50,155300,18-Feb,7,23,6630.53,5
CARBURANT,BIZERTE CARBURANT,SSP SUPER SANS PLOMB,153920,18-Feb,6,38,5805.376,4
CARBURANT,SKHIRA,GASOIL 50,155500,18-Feb,2,93,45087.604,34
CARBURANT,GOULETTE,GASOIL,203721,18-Feb,3,38,15118.754,14
CARBURANT,GOULETTE,GASOIL,241350,18-Feb,14,8,6479.466,6
