NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD),prixHT
SKHIRA,GASOIL,POUDRIERE SFAX2,18-Aug,SFAX,SFAX,142863.72,120.0,1190.531
SKHIRA,SSP SUPER SANS PLOMB,SIDI AICH,18-Aug,GAFSA,SIDI IICH,48247.966,31.0,1556.386
BIZERTE CARBURANT,GASOIL 50,ENNASR ARIANA,18-Nov,ARIANA,ENNASR,195166.813,131.0,1489.823
BIZERTE CARBURANT,GASOIL,BIZERTE,18-Nov,BIZERTE,BIZERTE,118148.882,94.0,1256.903
BIZERTE CARBURANT,GASOIL 50,BIZERTE,18-Nov,BIZERTE,BIZERTE,67042.035,45.0,1489.823
BIZERTE CARBURANT,GASOIL 50,S.A. BOUKHTIOUA,18-Nov,ARIANA,RAOUED,56613.274,38.0,1489.823
GOULETTE,SSP SUPER SANS PLOMB,HASSI AMOR,18-Aug,MEDENINE,HASSI AMOR,31127.72,20.0,1556.386
GOULETTE,SSP SUPER SANS PLOMB,CITE EL MOEZ  SFAX,18-Aug,SFAX,SFAX,7781.93,5.0,1556.386
BIZERTE CARBURANT,GASOIL 50,BEJA,18-Aug,BEJA,BEJA,40228.328,28.0,1436.726
GOULETTE,GASOIL,ROUHIA,18-Aug,SILIANA,ROUHIA,9524.248,8.0,1190.531
ZARZIS,GASOIL,SIDI BOUZID,18-Jul,SIDI BOUZID,SIDI BOUZID,11905.31,10.0,1190.531
SKHIRA,SSP SUPER SANS PLOMB,SOUSSE REPUB,18-Aug,SOUSSE,SOUSSE,48247.966,31.0,1556.386
SKHIRA,GASOIL 50,BIR MCHERGA,18-Aug,ZAGHOUAN,BIR MCHERGUA,4310.178,3.0,1436.726
SKHIRA,GASOIL,BIR MCHERGA,18-Aug,ZAGHOUAN,BIR MCHERGUA,13095.841,11.0,1190.531
SKHIRA,GASOIL 50,Rte DE L'AEROPORT KM 9 ,18-Aug,SFAX,SFAX,50285.41,35.0,1436.726
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SFAX  PIC VILLE,18-Aug,SFAX,SFAX,10894.702,7.0,1556.386
BIZERTE CARBURANT,GASOIL,SIDI BOUZID,18-Aug,SIDI BOUZID,SIDI BOUZID,39287.523,33.0,1190.531
BIZERTE CARBURANT,GASOIL 50,SIDI AICH,18-Aug,GAFSA,SIDI IICH,2873.452,2.0,1436.726
GOULETTE,GASOIL,BEMBLA,18-Aug,MONASTIR,BEMBLA,29763.275,25.0,1190.531
BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,EL MRAZKA,18-Aug,NABEUL,HAMMAMET,17361.509,11.0,1578.3189999999995
GOULETTE,GASOIL,EL HAMMA,18-Aug,GABES,EL HAMMA,19048.496,16.0,1190.531
GOULETTE,GASOIL,GAFSA,18-Aug,GAFSA,GAFSA,11905.31,10.0,1190.531
SKHIRA,SSP SUPER SANS PLOMB,OUERDANINE,18-Aug,MONASTIR,EL OUERDANINE,66924.598,43.0,1556.386
SKHIRA,SSP SUPER SANS PLOMB,GOULETTE,18-Aug,TUNIS,LA GOULETTE,59142.668,38.0,1556.386
BIZERTE CARBURANT,GASOIL 50,TATAOUINE,18-Aug,TATAOUINE,TATAOUINE,10057.082,7.0,1436.726
SKHIRA,SSP SUPER SANS PLOMB,SIDI BOUSAID,18-Aug,TUNIS,SIDI BOUSAID,43578.808,28.0,1556.386
ZARZIS,GASOIL,M. EL HABIB,18-Jul,GABES,MENZEL EL HABIB,16667.434,14.0,1190.5310000000002
ZARZIS,GASOIL 50,M. CHAKER,18-Jul,SFAX,MENZEL CHAKER,2873.452,2.0,1436.726
ZARZIS,GASOIL,GHRAIBA,18-Jul,SFAX,GHREIBA,8333.717,7.0,1190.5310000000002
ZARZIS,GASOIL 50,GHRAIBA,18-Jul,SFAX,GHREIBA,2873.452,2.0,1436.726
GOULETTE,GASOIL,AGAREB,18-Aug,SFAX,AGAREB,11905.31,10.0,1190.531
GOULETTE,GASOIL,M. HACHED,18-Aug,MAHDIA,MENZEL HACHED,11905.31,10.0,1190.531
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S. LAHED .K,18-Aug,KEBILI,OUM ESSOUMAA,26458.562,17.0,1556.3860000000002
GOULETTE,GASOIL,Rte SIDI MANSOUR,18-Aug,SFAX,SFAX,7143.186,6.0,1190.531
BIZERTE CARBURANT,GASOIL 50,CHERARDA,18-Aug,KAIROUAN,CHERARDA,8620.356,6.0,1436.726
SKHIRA,GASOIL 50,M. EL HABIB,18-Aug,GABES,MENZEL EL HABIB,14367.26,10.0,1436.726
BIZERTE CARBURANT,GASOIL 50,DAHMANI,18-Aug,LE KEF,DAHMANI,7183.63,5.0,1436.726
GOULETTE,SSP SUPER SANS PLOMB,TOZOGHRANE,18-Jun,NABEUL,TOZGRANE,70692.167,47.0,1504.088659574468
GOULETTE,GASOIL,C.B.Ammar,18-Sep,ARIANA,CEBALET B AMMAR,307804.326,246.0,1251.2370975609756
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,SBEITLA,18-Aug,KASSERINE,SBEITLA,3112.772,2.0,1556.386
GOULETTE,GASOIL,KONDAR,18-Sep,SOUSSE,KONDAR,279492.905,223.0,1253.331412556054
GOULETTE,SSP SUPER SANS PLOMB,SIDI BENNOUR,18-Sep,MONASTIR,SIDI BEN NOUR,46294.877,29.0,1596.3750689655174
GOULETTE,GASOIL,SILIANA,18-Sep,SILIANA,SILIANA,318058.666,254.0,1252.1994724409449
SKHIRA,SSP SUPER SANS PLOMB,EZZOUHOUR,18-Aug,TUNIS,EZZOUHOUR,62255.44,40.0,1556.386
BIZERTE CARBURANT,GASOIL,AGAREB,18-Aug,SFAX,AGAREB,22620.089,19.0,1190.531
ZARZIS,GASOIL,B.A.B KHELIFA,18-Aug,SFAX,BIR ALI BEN KHELIFA,8333.717,7.0,1190.5310000000002
BIZERTE CARBURANT,GASOIL,SIDGHEYNE,18-Aug,MEDENINE,HOUMT SOUK,11905.31,10.0,1190.531
GOULETTE,SSP SUPER SANS PLOMB,Rte de RAOUED,18-Sep,ARIANA,ARIANA,351285.681,219.0,1604.044205479452
GOULETTE,GASOIL,SORTIE SUD Z4,18-Sep,TUNIS,TUNIS VILLE,351070.004,280.0,1253.821442857143
BIZERTE CARBURANT,GASOIL 50,SORTIE SUD Z4,18-Jun,TUNIS,TUNIS VILLE,83330.108,58.0,1436.726
ZARZIS,GASOIL 50,HOUMT SOUK,18-Sep,MEDENINE,HOUMT SOUK,71246.019,48.0,1484.2920625
GOULETTE,SSP SUPER SANS PLOMB,S.A. BOUKHTIOUA,18-Jun,ARIANA,RAOUED,274942.952,182.0,1510.6755604395605
BIZERTE CARBURANT,GASOIL 50,KHETMINE,18-Jun,BIZERTE,KHETMINE,29175.666,21.0,1389.3174285714283
SKHIRA,GASOIL,SOUASSI,18-Jun,MAHDIA,SOUASSI,201701.56,176.0,1146.031590909091
SKHIRA,GASOIL,KANTAOUI,18-Jun,SOUSSE,HAMMAM SOUSSE,39942.913,35.0,1141.2260857142858
BIZERTE CARBURANT,GASOIL 50,ENNASR ARIANA,18-Jun,ARIANA,ENNASR,205931.876,148.0,1391.4315945945946
SKHIRA,GASOIL,SOUASSI,18-Sep,MAHDIA,SOUASSI,248866.794,198.0,1256.903
SKHIRA,GASOIL,TAHLA,18-Sep,KASSERINE,THALA,65358.956,52.0,1256.903
GOULETTE,GASOIL,EL AOUINA,18-Sep,TUNIS,EL AOUINA,300993.0,240.0,1254.1375
SKHIRA,GASOIL,MAHRES,18-Jun,SFAX,MAHRES,137753.076,120.0,1147.9423
SKHIRA,SSP SUPER SANS PLOMB,SKHIRA,18-Jun,SFAX,SKHIRA,40824.947,27.0,1512.035074074074
SKHIRA,SSP SUPER SANS PLOMB,CHERARDA,18-Jun,KAIROUAN,CHERARDA,28625.959,19.0,1506.6294210526314
SKHIRA,GASOIL 50,EL HAMMA,18-Jun,GABES,EL HAMMA,71016.378,51.0,1392.4779999999998
SKHIRA,GASOIL 50,POUDRIERE SFAX2,18-Jun,SFAX,SFAX,65335.846,47.0,1390.1243829787234
SKHIRA,GASOIL,GAFSA,18-Jun,GAFSA,GAFSA,210035.277,183.0,1147.7337540983606
SKHIRA,GASOIL,TOZEUR VILLE,18-Jun,TOZEUR,TOZEUR,116589.006,102.0,1143.0294705882352
SKHIRA,GASOIL,KONDAR,18-Jun,SOUSSE,KONDAR,162882.806,142.0,1147.0620140845072
ZARZIS,GASOIL,JORF JERBA,18-Sep,MEDENINE,JORF,71643.471,57.0,1256.903
SKHIRA,GASOIL,EZZOUHOUR,18-Aug,TUNIS,EZZOUHOUR,16667.434,14.0,1190.5310000000002
BIZERTE CARBURANT,GASOIL,M.DAR BEL OUER,18-Dec,SOUSSE,MENZEL DAR BEL OUAER,8798.321,7.0,1256.903
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KERKENNAH,18-Aug,SFAX,KERKENAH,24902.176,16.0,1556.386
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,GABES GP1,18-Aug,GABES,GABES,11894.708,7.0,1699.244
BIZERTE CARBURANT,GASOIL 50,DEN DEN ,18-Sep,MANOUBA,DENDEN,117430.532,79.0,1486.4624303797468
GOULETTE,GASOIL,JEMMAL,18-Sep,MONASTIR,JAMMEL,108815.42,88.0,1236.5388636363637
SKHIRA,GASOIL 50,BOU SALEM,18-Aug,JENDOUBA,BOUSALEM,7183.63,5.0,1436.726
GOULETTE,GASOIL,ENTREE SUD,18-Sep,TUNIS,KABARIA,286768.835,229.0,1252.2656550218342
SKHIRA,GASOIL 50,GRIAAT N. PK29,18-Aug,BEJA,MEDJEZ EL BAB,14367.26,10.0,1436.726
ZARZIS,GASOIL,ZARZIS,18-Sep,MEDENINE,ZARZIS,75148.692,60.0,1252.4782
ZARZIS,GASOIL 50,ZARZIS,18-Sep,MEDENINE,ZARZIS,89123.895,60.0,1485.39825
SKHIRA,GASOIL 50,HAZOUA,18-Sep,TOZEUR,HASOUA,17718.585,12.0,1476.54875
GOULETTE,SSP SUPER SANS PLOMB,EL BATEN,18-Jun,KAIROUAN,EL BATEN,22967.64,15.0,1531.176
BIZERTE CARBURANT,GASOIL 50,BIR EL KASSA,18-Sep,BEN AROUS,BIR EL KASSAA,115834.515,78.0,1485.0578846153846
GOULETTE,GASOIL,BEL AOUM,18-Sep,SOUSSE,BEL OUM,33604.521,27.0,1244.6118888888889
GOULETTE,SSP SUPER SANS PLOMB,CITE OLYMPIQUE,18-Jun,TUNIS,CITE ELKHADRA,894594.887,592.0,1511.1400118243243
GOULETTE,SSP SUPER SANS PLOMB,GAMMARTH,18-Sep,TUNIS,GAMMARTH,567801.258,354.0,1603.9583559322034
BIZERTE CARBURANT,GASOIL,ZARZOUNA,18-Sep,BIZERTE,ZARZOUNA,122778.262,98.0,1252.8394081632653
GOULETTE,GASOIL,ENTREE SUD,18-Jun,TUNIS,KABARIA,256789.516,224.0,1146.381767857143
GOULETTE,GASOIL,SORTIE SUD Z4,18-Jun,TUNIS,TUNIS VILLE,179865.44,160.0,1124.159
SKHIRA,GASOIL,M. CHAKER,18-Jun,SFAX,MENZEL CHAKER,179873.77,158.0,1138.4415822784808
SKHIRA,GASOIL 50,M. CHAKER,18-Jun,SFAX,MENZEL CHAKER,20754.426,15.0,1383.6284
GOULETTE,SSP SUPER SANS PLOMB,KALAA EL KEBIRA,18-Jun,SOUSSE,KALAA KBIRA,213210.951,141.0,1512.1344042553192
SKHIRA,GASOIL,JEMMAL,18-Sep,MONASTIR,JAMMEL,257665.115,205.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,HAMMAM SOUSSE,18-Jun,SOUSSE,HAMMAM SOUSSE,134169.629,89.0,1507.5239213483144
SKHIRA,SSP SUPER SANS PLOMB,SIDI BOUZID,18-Jun,SIDI BOUZID,SIDI BOUZID,152468.111,101.0,1509.5852574257426
GOULETTE,SSP SUPER SANS PLOMB,GRIAAT S. PK29,18-Sep,BEJA,MEDJEZ EL BAB,123724.139,77.0,1606.807
GOULETTE,APS AGILIX PREMIUM ESS.,BERGES DU LAC,18-Sep,TUNIS,TUNIS VILLE,27994.624,16.0,1749.664
SKHIRA,SSP SUPER SANS PLOMB,CITE EL MOEZ  SFAX,18-Sep,SFAX,SFAX,102533.122,64.0,1602.08003125
SKHIRA,SSP SUPER SANS PLOMB,SBEITLA,18-Sep,KASSERINE,SBEITLA,44990.596,28.0,1606.807
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,MATEUR,18-Sep,BIZERTE,MATEUR,128544.56,80.0,1606.807
BIZERTE CARBURANT,GASOIL 50,HERGLA,18-Sep,SOUSSE,HERGLA,46025.222,31.0,1484.6845806451613
SKHIRA,GASOIL,SIDI BOUZID,18-Oct,SIDI BOUZID,SIDI BOUZID,294115.302,234.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,KONDAR,18-Sep,SOUSSE,KONDAR,25708.912,16.0,1606.807
SKHIRA,GASOIL,DOUZ*,18-Sep,KEBILI,DOUZ,41477.799,33.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,REJICHE,18-Sep,MAHDIA,REJICHE,121915.648,76.0,1604.1532631578948
SKHIRA,GASOIL,SBEITLA,18-Jun,KASSERINE,SBEITLA,61832.91,54.0,1145.0538888888889
GOULETTE,GASOIL,AV. HEDI SAIDI,18-Jun,TUNIS,TUNIS VILLE,41133.444,36.0,1142.5956666666668
SKHIRA,GASOIL,KSOUR ESSEF 2,18-Jun,MAHDIA,KSOUR ESSAF,175974.482,154.0,1142.6914415584415
SKHIRA,SSP SUPER SANS PLOMB,S. LAHED .S,18-Jun,SOUSSE,SOUSSE,59142.668,38.0,1556.386
SKHIRA,GASOIL,KERKENNAH,18-Jun,SFAX,KERKENAH,53573.895,45.0,1190.531
BIZERTE CARBURANT,GASOIL,ZARZOUNA,18-Oct,BIZERTE,ZARZOUNA,144543.845,115.0,1256.903
SKHIRA,GASOIL 50,C.O. ASKAR,18-Jun,SIDI BOUZID,CABELET OUELED ASKER,26368.586,19.0,1387.8203157894736
SKHIRA,SSP SUPER SANS PLOMB,EL MRAZKA,18-Jun,NABEUL,HAMMAMET,44800.83,30.0,1493.361
SKHIRA,SSP SUPER SANS PLOMB,SIDGHEYNE,18-Jun,MEDENINE,HOUMT SOUK,54517.296,36.0,1514.369333333333
GOULETTE,GASOIL,GOULETTE,18-Jun,TUNIS,LA GOULETTE,65404.503,57.0,1147.4474210526316
GOULETTE,SSP SUPER SANS PLOMB,ZAGHOUAN,18-Sep,ZAGHOUAN,ZAGHOUAN,169766.911,106.0,1601.5746320754715
GOULETTE,SSP SUPER SANS PLOMB,EL MOUROUJ 3,18-Jun,BEN AROUS,BIR EL KASSAA,52267.635,35.0,1493.361
BIZERTE CARBURANT,GASOIL,ENTREE SUD,18-Jun,TUNIS,KABARIA,15738.226,14.0,1124.159
SKHIRA,SSP SUPER SANS PLOMB,M. HAYET PK156,18-Jun,MONASTIR,MENZEL EL HAYET,51360.738,33.0,1556.386
SKHIRA,SSP SUPER SANS PLOMB,EL FAOUR,18-Sep,KEBILI,ELFAOUAR,25557.649,16.0,1597.3530625
SKHIRA,SSP SUPER SANS PLOMB,SIDI BOUZID,18-Sep,SIDI BOUZID,SIDI BOUZID,182873.472,114.0,1604.1532631578948
SKHIRA,GASOIL 50,MAJEL B. ABBES,18-Sep,KASSERINE,MAGEL BEL ABBES,26816.814,18.0,1489.823
GOULETTE,SSP SUPER SANS PLOMB,GUEBELLAT,18-Sep,BEJA,GOUBELLAT,53024.631,33.0,1606.807
SKHIRA,GASOIL,TOZEUR ,18-Sep,TOZEUR,TOZEUR,154599.069,123.0,1256.903
SKHIRA,GASOIL,MOULARES,18-Jun,GAFSA,MOULARES,96814.583,85.0,1138.995094117647
BIZERTE CARBURANT,GASOIL 50,ZARZOUNA,18-Oct,BIZERTE,ZARZOUNA,58103.097,39.0,1489.823
BIZERTE CARBURANT,GASOIL 50,HERGLA,18-Jun,SOUSSE,HERGLA,17240.712,12.0,1436.726
SKHIRA,GASOIL 50,TAHLA,18-Aug,KASSERINE,THALA,4310.178,3.0,1436.726
GOULETTE,GASOIL,KSAR HELAL,18-Sep,MONASTIR,KSAR HELLAL,15082.836,12.0,1256.903
SKHIRA,GASOIL,BEL AOUM,18-Sep,SOUSSE,BEL OUM,7541.418,6.0,1256.903
BIZERTE CARBURANT,GASOIL 50,DEN DEN ,18-Oct,MANOUBA,DENDEN,92369.026,62.0,1489.823
GOULETTE,SSP SUPER SANS PLOMB,JENDOUBA GP17,18-Sep,JENDOUBA,JENDOUBA,46597.403,29.0,1606.807
BIZERTE CARBURANT,GASOIL 50,DAHMANI,18-Sep,LE KEF,DAHMANI,13408.407,9.0,1489.823
SKHIRA,GASOIL,FOUSSANA,18-Sep,KASSERINE,FOUSSANA,125690.3,100.0,1256.903
SKHIRA,GASOIL 50,Rte DE L'AEROPORT KM 9 ,18-Sep,SFAX,SFAX,53633.628,36.0,1489.823
BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,GAMMARTH,18-Sep,TUNIS,GAMMARTH,4894.248,3.0,1631.416
BIZERTE CARBURANT,GASOIL 50,HAMMAM LIF,18-Oct,BEN AROUS,HAMMAM-LIF,34265.929,23.0,1489.823
SKHIRA,GASOIL,BEN AROUS MC 34,18-Jun,BEN AROUS,BEN AROUS,35973.088,32.0,1124.159
ZARZIS,GASOIL 50,TATAOUINE,18-Oct,TATAOUINE,TATAOUINE,74491.15,50.0,1489.823
GOULETTE,SSP SUPER SANS PLOMB,BERGES DU LAC,18-Oct,TUNIS,TUNIS VILLE,1346504.266,838.0,1606.807
GOULETTE,GASOIL,KSAR SAID,18-Oct,TUNIS,KSAR SAID,204875.189,163.0,1256.903
SKHIRA,GASOIL 50,M. HACHED,18-Oct,MAHDIA,MENZEL HACHED,13408.407,9.0,1489.823
SKHIRA,GASOIL,OUEDHREF,18-Oct,GABES,OUEDHREF,71643.471,57.0,1256.903
BIZERTE CARBURANT,GASOIL,MORNAG,18-Sep,BEN AROUS,MORNAG,12569.03,10.0,1256.903
BIZERTE CARBURANT,GASOIL,IDENE,18-Oct,BEJA,I D E N,30165.672,24.0,1256.903
BIZERTE CARBURANT,GASOIL 50,AMDOUN,18-Oct,BEJA,AMDOUN,5959.292,4.0,1489.823
BIZERTE CARBURANT,GASOIL 50,ARIANA,18-Oct,ARIANA,ARIANA,70021.681,47.0,1489.823
BIZERTE CARBURANT,GASOIL 50,EL AOUINA,18-Oct,TUNIS,EL AOUINA,146002.654,98.0,1489.823
GOULETTE,SSP SUPER SANS PLOMB,BEN AROUS MC 34,18-Oct,BEN AROUS,BEN AROUS,393667.715,245.0,1606.807
BIZERTE CARBURANT,GASOIL 50,LE KEF,18-Oct,LE KEF,LE KEF,68531.858,46.0,1489.823
GOULETTE,GASOIL,JENDOUBA VILLE,18-Oct,JENDOUBA,JENDOUBA,330565.489,263.0,1256.903
BIZERTE CARBURANT,GASOIL,GAMMARTH,18-Oct,TUNIS,GAMMARTH,35193.284,28.0,1256.903
BIZERTE CARBURANT,GASOIL,SILIANA,18-Sep,SILIANA,SILIANA,84212.501,67.0,1256.903
SKHIRA,GASOIL,H.ZRIBA,18-Oct,ZAGHOUAN,HAMMAM ZRIBA,262274.727,209.0,1254.903
SKHIRA,GASOIL,B.A.B KHELIFA,18-Oct,SFAX,BIR ALI BEN KHELIFA,180994.032,144.0,1256.903
SKHIRA,GASOIL 50,M. CHAKER,18-Oct,SFAX,MENZEL CHAKER,19367.699,13.0,1489.823
SKHIRA,GASOIL,TOZEUR ,18-Oct,TOZEUR,TOZEUR,140773.136,112.0,1256.903
BIZERTE CARBURANT,GASOIL 50,SILIANA,18-Oct,SILIANA,SILIANA,35755.752,24.0,1489.823
SKHIRA,GASOIL,M. EL HABIB,18-Oct,GABES,MENZEL EL HABIB,96781.531,77.0,1256.903
GOULETTE,SSP SUPER SANS PLOMB,GROMBALIA,18-Oct,NABEUL,GROMBALIA,197637.261,123.0,1606.807
GOULETTE,GASOIL,GOULETTE,18-Oct,TUNIS,LA GOULETTE,59074.441,47.0,1256.903
SKHIRA,GASOIL 50,GOULETTE,18-Oct,TUNIS,LA GOULETTE,32776.106,22.0,1489.823
BIZERTE CARBURANT,GASOIL 50,BORJ CEDRIA,18-Oct,BEN AROUS,BORJ CEDRIA,46184.513,31.0,1489.823
SKHIRA,GASOIL,JORF JERBA,18-Oct,MEDENINE,JORF,74157.277,59.0,1256.903
BIZERTE CARBURANT,GASOIL,GOULETTE,18-Oct,TUNIS,LA GOULETTE,32679.478,26.0,1256.903
BIZERTE CARBURANT,GASOIL 50,MEDJEZ EL BAB,18-Oct,BEJA,MEDJEZ EL BAB,40225.221,27.0,1489.823
SKHIRA,GASOIL,JEBENIANA,18-Oct,SFAX,JBENIANA,27651.866,22.0,1256.903
BIZERTE CARBURANT,GASOIL 50,KSAR HELAL,18-Sep,MONASTIR,KSAR HELLAL,10428.761,7.0,1489.823
BIZERTE CARBURANT,GASOIL 50,DAHMANI,18-Oct,LE KEF,DAHMANI,13408.407,9.0,1489.823
BIZERTE CARBURANT,GASOIL,GRIAAT S. PK29,18-Oct,BEJA,MEDJEZ EL BAB,17596.642,14.0,1256.903
SKHIRA,GASOIL,GAFSA Rte DE TOZ.,18-Oct,GAFSA,GAFSA,65358.956,52.0,1256.903
SKHIRA,GASOIL 50,KALAA EL KEBIRA,18-Oct,SOUSSE,KALAA KBIRA,17877.876,12.0,1489.823
BIZERTE CARBURANT,GASOIL,SLOUGUIA,18-Oct,BEJA,SLOUGUIA,101809.143,81.0,1256.903
BIZERTE CARBURANT,GASOIL 50,ZAGHOUAN,18-Oct,ZAGHOUAN,ZAGHOUAN,38735.398,26.0,1489.823
GOULETTE,SSP SUPER SANS PLOMB,AV. HEDI SAIDI,18-Oct,TUNIS,TUNIS VILLE,252268.699,157.0,1606.807
GOULETTE,GASOIL,HAMMAM SOUSSE,18-Oct,SOUSSE,HAMMAM SOUSSE,108093.658,86.0,1256.903
GOULETTE,SSP SUPER SANS PLOMB,H.ZRIBA,19-Feb,ZAGHOUAN,HAMMAM ZRIBA,67338.348,42.0,1603.294
SKHIRA,GASOIL 50,S.A.BOUHAJLA,18-Sep,KAIROUAN,SIDI AMOR BOUHAJLA,2979.646,2.0,1489.823
SKHIRA,SSP SUPER SANS PLOMB,BIR MCHERGA,18-Sep,ZAGHOUAN,BIR MCHERGUA,6427.228,4.0,1606.807
GOULETTE,GASOIL,MSAKEN,18-Oct,SOUSSE,M'SAKEN,91753.919,73.0,1256.903
BIZERTE CARBURANT,GASOIL 50,LE SERS,18-Oct,LE KEF,LE SERS,5959.292,4.0,1489.823
SKHIRA,GASOIL 50,KSAR SAID,18-Oct,TUNIS,KSAR SAID,35755.752,24.0,1489.823
SKHIRA,GASOIL 50,DOUZ*,18-Oct,KEBILI,DOUZ,16388.053,11.0,1489.823
SKHIRA,GASOIL 50,BOUARGOUB,18-Oct,NABEUL,BOUARGOUB,10428.761,7.0,1489.823
SKHIRA,GASOIL,KANTAOUI,18-Oct,SOUSSE,HAMMAM SOUSSE,5027.612,4.0,1256.903
SKHIRA,GASOIL 50,SOUK JEDID,18-Oct,SIDI BOUZID,SIDI BOUZID,4469.469,3.0,1489.823
SKHIRA,GASOIL 50,BEN AOUN,18-Oct,SIDI BOUZID,BEN AOUN,13408.407,9.0,1489.823
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARADA,18-Oct,SILIANA,BOUARADA,8034.035,5.0,1606.807
SKHIRA,GASOIL 50,EL MRAZKA,18-Oct,NABEUL,HAMMAMET,23837.168,16.0,1489.823
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BENI KHALLED,18-Oct,NABEUL,BENI-KHALED,9640.842,6.0,1606.807
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,ZARZOUNA,18-Oct,BIZERTE,ZARZOUNA,3499.328,2.0,1749.664
SKHIRA,GASOIL 50,BIZERTE,18-Oct,BIZERTE,BIZERTE,8938.938,6.0,1489.823
SKHIRA,SSP SUPER SANS PLOMB,KSOUR ESSEF,18-Oct,MAHDIA,KSOUR ESSAF,4820.421,3.0,1606.807
SKHIRA,GASOIL 50,JENDOUBA VILLE,18-Oct,JENDOUBA,JENDOUBA,17877.876,12.0,1489.823
GOULETTE,GASOIL,GRIAAT N. PK29,18-Nov,BEJA,MEDJEZ EL BAB,143286.942,114.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,CITE EL HABIB - SFAX GPL,18-Nov,SFAX,SFAX,107656.069,67.0,1606.807
BIZERTE CARBURANT,GASOIL 50,AV. HEDI SAIDI,18-Nov,TUNIS,TUNIS VILLE,35755.752,24.0,1489.823
GOULETTE,GASOIL,OUEDHREF,18-Oct,GABES,OUEDHREF,6284.515,5.0,1256.903
BIZERTE CARBURANT,GASOIL,BEN AROUS,18-Oct,BEN AROUS,BEN AROUS,18853.545,15.0,1256.9029999999998
GOULETTE,SSP SUPER SANS PLOMB,MOKNINE,18-Nov,MONASTIR,MOKNINE,123724.139,77.0,1606.807
BIZERTE CARBURANT,GASOIL,ARIANA,18-Oct,ARIANA,ARIANA,20110.448,16.0,1256.903
BIZERTE CARBURANT,GASOIL 50,TOZEUR VILLE,18-Nov,TOZEUR,TOZEUR,7449.115,5.0,1489.823
BIZERTE CARBURANT,APG AGILIX PREMIUM GAS.,FOUCHANA,18-Oct,BEN AROUS,FOUCHANA,3262.832,2.0,1631.416
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,DEN DEN ,18-Oct,MANOUBA,DENDEN,38563.368,24.0,1606.807
GOULETTE,GASOIL,BIR LAHMAR,18-Oct,TATAOUINE,BIR LAHMAR,13825.933,11.0,1256.903
GOULETTE,SSP SUPER SANS PLOMB,MAHRES,18-Oct,SFAX,MAHRES,6427.228,4.0,1606.807
BIZERTE CARBURANT,GASOIL 50,H.ZRIBA,18-Nov,ZAGHOUAN,HAMMAM ZRIBA,34219.929,23.0,1487.823
GOULETTE,GASOIL,C.O. ASKAR,18-Nov,SIDI BOUZID,CABELET OUELED ASKER,26394.963,21.0,1256.903
SKHIRA,GASOIL,EL HANCHA,18-Nov,SFAX,HENCHA,52789.926,42.0,1256.903
SKHIRA,GASOIL 50,EL GUETAR,18-Nov,GAFSA,EL GUETAR,31286.283,21.0,1489.823
ZARZIS,GASOIL,NVLE TATAOUINE,19-Feb,TATAOUINE,TATAOUINE,69042.05,55.0,1255.31
SKHIRA,GASOIL,MAHRES,18-Nov,SFAX,MAHRES,118148.882,94.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,MAHRES,18-Nov,SFAX,MAHRES,80340.35,50.0,1606.807
SKHIRA,GASOIL,SFAX GP1,18-Nov,SFAX,SFAX,27651.866,22.0,1256.903
SKHIRA,SSP SUPER SANS PLOMB,EL GUETAR,18-Nov,GAFSA,EL GUETAR,40170.175,25.0,1606.807
GOULETTE,GASOIL,KSOUR ESSEF 2,18-Oct,MAHDIA,KSOUR ESSAF,8798.321,7.0,1256.903
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,TABARKA,18-Nov,JENDOUBA,TABARKA,38563.368,24.0,1606.807
BIZERTE CARBURANT,GASOIL 50,TAHLA,18-Nov,KASSERINE,THALA,26816.814,18.0,1489.823
SKHIRA,GASOIL 50,GAFSA Rte DE TOZ.,18-Nov,GAFSA,GAFSA,53633.628,36.0,1489.823
SKHIRA,GASOIL 50,TATAOUINE,18-Nov,TATAOUINE,TATAOUINE,31286.283,21.0,1489.823
SKHIRA,SSP SUPER SANS PLOMB,GAFSA Rte DE TOZ.,18-Nov,GAFSA,GAFSA,64272.28,40.0,1606.807
