NOMDPO,LIBPRD,NUMCPT,MOIS,CODGVR,CODLOC,SUM(MNTHT),SUM(QTEPRD),prixHT
ZARZIS,SSP SUPER SANS PLOMB,SMAR,19-Jun,TATAOUINE,SMAR,11695.88,7.0,1670.84
SKHIRA,GAZOIL SANS SOUFRE,FOUSSANA,19-Jun,KASSERINE,FOUSSANA,29587.883,19.0,1557.257
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,MATEUR,19-Apr,BIZERTE,MATEUR,46717.71,30.0,1557.257
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BIZERTE,19-Apr,BIZERTE,BIZERTE,247284.32,148.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,KSAR HELAL,19-Jun,MONASTIR,KSAR HELLAL,91896.2,55.0,1670.84
SKHIRA,APS AGILIX PREMIUM ESS.,MONASTIR,19-Jun,MONASTIR,MONASTIR,12765.291,7.0,1823.613
SKHIRA,SSP SUPER SANS PLOMB,MELLOULECH,19-Jun,MAHDIA,MELLOULECH,53466.88,32.0,1670.84
GOULETTE,SSP SUPER SANS PLOMB,AV MOHAMED 5,19-Oct,TUNIS,TUNIS VILLE,318729.149,191.0,1668.7389999999998
GOULETTE,GASOIL,DEGACHE,19-Jun,TOZEUR,DEGACHE,21330.976,16.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,19-Apr,SILIANA,BOUARADA,50125.2,30.0,1670.84
ZARZIS,SSP SUPER SANS PLOMB,SMAR,19-Apr,TATAOUINE,SMAR,5012.52,3.0,1670.84
SKHIRA,GASOIL,SOUK JEDID,19-May,SIDI BOUZID,SOUK DJEDID,45328.324,34.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,Rte de RAOUED,19-Mar,ARIANA,ARIANA,242399.394,151.0,1605.294
SKHIRA,GAZOIL SANS SOUFRE,M. TEMIME,19-Jun,NABEUL,MENZEL TEMIME,14015.313,9.0,1557.257
SKHIRA,GAZOIL SANS SOUFRE,TOUZA,19-May,MONASTIR,TOUZA,4671.771,3.0,1557.2569999999998
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,TABARKA,19-Oct,JENDOUBA,TABARKA,46724.692,28.0,1668.739
GOULETTE,GASOIL,BEL AOUM,19-Jun,SOUSSE,BEL OUM,50661.068,38.0,1333.186
ZARZIS,SSP SUPER SANS PLOMB,HOUMT SOUK,19-Mar,MEDENINE,HOUMT SOUK,99528.228,62.0,1605.294
BIZERTE CARBURANT,GASOIL,SEJNENE,19-May,BIZERTE,SEJNENE,42661.952,32.0,1333.186
SKHIRA,SSP SUPER SANS PLOMB,SIDI SMAIL,19-Mar,BEJA,SIDI SMAIL,14447.646,9.0,1605.294
SKHIRA,GASOIL,KSOUR ESSEF 2,19-Mar,MAHDIA,KSOUR ESSAF,189551.81,151.0,1255.31
SKHIRA,GASOIL,SIDI BOUZID,19-Mar,SIDI BOUZID,SIDI BOUZID,277423.51,221.0,1255.31
BIZERTE CARBURANT,GASOIL,TABARKA,19-May,JENDOUBA,TABARKA,89323.462,67.0,1333.186
SKHIRA,GASOIL,S. LAHED .S,19-Mar,SOUSSE,SOUSSE,135573.48,108.0,1255.3100000000002
SKHIRA,GAZOIL SANS SOUFRE,NAFTA,19-Mar,TOZEUR,NEFTA,26788.14,18.0,1488.23
ZARZIS,GASOIL,SIDGHEYNE,19-Mar,MEDENINE,HOUMT SOUK,99169.49,79.0,1255.3100000000002
SKHIRA,GASOIL,M. HACHED,19-Mar,MAHDIA,MENZEL HACHED,71552.67,57.0,1255.31
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,Rte de RAOUED,19-Mar,ARIANA,ARIANA,56552.74,38.0,1488.23
SKHIRA,GASOIL,KORBA,19-Mar,NABEUL,KORBA,65276.12,52.0,1255.31
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,M. TEMIME,19-May,NABEUL,MENZEL TEMIME,23391.76,14.0,1670.84
BIZERTE CARBURANT,GASOIL,DAR ALLOUCHE,19-May,NABEUL,DAR ALLOUCHE,5332.744,4.0,1333.186
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,TOZOGHRANE,19-Mar,NABEUL,TOZGRANE,19346.99,13.0,1488.23
BIZERTE CARBURANT,GASOIL,SEJNENE,19-Apr,BIZERTE,SEJNENE,46661.51,35.0,1333.186
SKHIRA,GAZOIL SANS SOUFRE,GHRAIBA,19-Mar,SFAX,GHREIBA,11905.84,8.0,1488.23
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,M. TEMIME,19-Mar,NABEUL,MENZEL TEMIME,68458.58,46.0,1488.23
SKHIRA,GASOIL,S. LAHED .K,19-Mar,KEBILI,SOUK LAHAD,107956.66,86.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,ARIANA,19-Mar,ARIANA,ARIANA,269689.392,168.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,SORTIE SUD Z4,19-Mar,TUNIS,TUNIS VILLE,210293.514,131.0,1605.294
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,ZARZOUNA,19-Apr,BIZERTE,ZARZOUNA,3647.226,2.0,1823.613
BIZERTE CARBURANT,GASOIL,CITE OLYMPIQUE,19-May,TUNIS,CITE ELKHADRA,31996.464,24.0,1333.186
BIZERTE CARBURANT,GASOIL,MAAMOURA,19-May,NABEUL,MAAMOURA,6665.93,5.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,DAHMANI,19-Apr,LE KEF,DAHMANI,11695.88,7.0,1670.84
SKHIRA,GAZOIL SANS SOUFRE,M. TEMIME,19-Mar,NABEUL,MENZEL TEMIME,5952.92,4.0,1488.23
SKHIRA,GASOIL,SIDI ALOUENE,19-Mar,MAHDIA,SIDI ALOUANE,154403.13,123.0,1255.31
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,LE SERS,19-Mar,LE KEF,LE SERS,14882.3,10.0,1488.23
GOULETTE,SSP SUPER SANS PLOMB,GOULETTE,19-Mar,TUNIS,LA GOULETTE,131634.108,82.0,1605.294
GOULETTE,GASOIL,ENTREE SUD,19-Mar,TUNIS,KABARIA,212147.39,169.0,1255.3100000000002
SKHIRA,GASOIL,HAFFOUZ,19-Mar,KAIROUAN,HAFFOUZ,41425.23,33.0,1255.3100000000002
GOULETTE,GASOIL,BOU SALEM,19-Mar,JENDOUBA,BOUSALEM,346465.56,276.0,1255.31
SKHIRA,GAZOIL SANS SOUFRE,MAJEL B. ABBES,19-Mar,KASSERINE,MAGEL BEL ABBES,37205.75,25.0,1488.23
GOULETTE,GASOIL,SIDI BENNOUR,19-Mar,MONASTIR,SIDI BEN NOUR,247296.07,197.0,1255.31
SKHIRA,GASOIL,BOUARADA,19-Mar,SILIANA,BOUARADA,12553.1,10.0,1255.31
GOULETTE,SSP SUPER SANS PLOMB,SORTIE SUD Z4,19-Mar,TUNIS,TUNIS VILLE,608406.426,379.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,BOUARADA,19-Mar,SILIANA,BOUARADA,30500.586,19.0,1605.294
GOULETTE,GASOIL,SIDI BOUALI,19-Mar,SOUSSE,SIDI BOU ALI,253572.62,202.0,1255.31
GOULETTE,GASOIL,TAHLA,19-Mar,KASSERINE,THALA,99169.49,79.0,1255.3100000000002
SKHIRA,SSP SUPER SANS PLOMB,OULED HAFFOUZ,19-Mar,SIDI BOUZID,OULED HAFFOUZ,56185.29,35.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,DEGACHE,19-Mar,TOZEUR,DEGACHE,20868.822,13.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,SIDI EL HENI,19-Mar,SOUSSE,SIDI EL HENI,41737.644,26.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,KALAA EL KEBIRA,19-Mar,SOUSSE,KALAA KBIRA,67422.348,42.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,GUEBELLAT,19-Mar,BEJA,GOUBELLAT,40132.35,25.0,1605.294
GOULETTE,APS AGILIX PREMIUM ESS.,BEN AROUS,19-Apr,BEN AROUS,BEN AROUS,12765.291,7.0,1823.613
SKHIRA,SSP SUPER SANS PLOMB,REGUEB,19-Mar,SIDI BOUZID,ERREGUEB,35316.468,22.0,1605.294
SKHIRA,GASOIL,NVLE TATAOUINE,19-Mar,TATAOUINE,TATAOUINE,22595.58,18.0,1255.3100000000002
SKHIRA,SSP SUPER SANS PLOMB,SLOUGUIA,19-Mar,BEJA,SLOUGUIA,9631.764,6.0,1605.294
GOULETTE,GASOIL 50,H.ZRIBA,19-May,ZAGHOUAN,HAMMAM ZRIBA,40436.682,26.0,1555.257
SKHIRA,GAZOIL SANS SOUFRE,BOU SALEM,19-Mar,JENDOUBA,BOUSALEM,5952.92,4.0,1488.23
GOULETTE,GASOIL,DJEBEL JELLOUD,19-May,TUNIS,JEBEL JELLOUD,85323.904,64.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,AV DE CARTHAGE,19-May,TUNIS,TUNIS VILLE,243942.64,146.0,1670.84
GOULETTE,GASOIL 50,BEN AROUS,19-May,BEN AROUS,BEN AROUS,87206.392,56.0,1557.257
GOULETTE,SSP SUPER SANS PLOMB,BARGOU,19-May,SILIANA,BARGOU,13366.72,8.0,1670.84
GOULETTE,GASOIL,M. HAYET PK156,19-May,MONASTIR,MENZEL EL HAYET,218642.504,164.0,1333.186
GOULETTE,GASOIL,S. KHELIFA pk72 ,19-Sep,SOUSSE,SIDI KHLIFA,334074.223,251.0,1330.973
GOULETTE,GASOIL,ROUHIA,19-May,SILIANA,ROUHIA,11998.674,9.0,1333.186
GOULETTE,GASOIL,GAAFOUR,19-Sep,SILIANA,GAAFOUR,170364.544,128.0,1330.973
GOULETTE,GASOIL,SAHLOUL,19-Sep,SOUSSE,SOUSSE,196984.004,148.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,BENI KHALLED,19-Sep,NABEUL,BENI-KHALED,75093.255,45.0,1668.739
GOULETTE,GASOIL,AV DE CARTHAGE,19-Mar,TUNIS,TUNIS VILLE,65276.12,52.0,1255.31
GOULETTE,GAZOIL SANS SOUFRE,KANTAOUI,19-Sep,SOUSSE,HAMMAM SOUSSE,82417.332,53.0,1555.044
GOULETTE,SSP SUPER SANS PLOMB,SLOUGUIA,19-Sep,BEJA,SLOUGUIA,78430.733,47.0,1668.7389999999998
GOULETTE,APS AGILIX PREMIUM ESS.,KAIROUAN,19-May,KAIROUAN,KAIROUAN,9118.065,5.0,1823.613
SKHIRA,SSP SUPER SANS PLOMB,M. TEMIME,19-Feb,NABEUL,MENZEL TEMIME,8026.47,5.0,1605.294
GOULETTE,GAZOIL SANS SOUFRE,EL KSOUR,19-Sep,LE KEF,EL KSOUR,10885.308,7.0,1555.044
SKHIRA,GASOIL,TATAOUINE,19-Aug,TATAOUINE,TATAOUINE,243568.059,183.0,1330.973
SKHIRA,GAZOIL SANS SOUFRE,GAFSA,19-Aug,GAFSA,GAFSA,166389.708,107.0,1555.044
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,M. BOURGUIBA,19-Aug,BIZERTE,MENZEL BOURGUIBA,124103.669,71.0,1747.939
GOULETTE,GASOIL,AV DE CARTHAGE,19-Sep,TUNIS,TUNIS VILLE,97161.029,73.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,MEDJEZ EL BAB,19-Sep,BEJA,MEDJEZ EL BAB,57536.628,37.0,1555.044
GOULETTE,GASOIL,BENI KHALLED,19-Sep,NABEUL,BENI-KHALED,118456.597,89.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,M. SALEM,19-Sep,NABEUL,EL HAOUARIA,131830.381,79.0,1668.739
SKHIRA,GAZOIL SANS SOUFRE,ZARZIS,19-Aug,MEDENINE,ZARZIS,169499.796,109.0,1555.044
SKHIRA,GASOIL,JELMA,19-Aug,SIDI BOUZID,JELMA,224934.437,169.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,MORNAG,19-Sep,BEN AROUS,MORNAG,143064.048,92.0,1555.044
GOULETTE,GASOIL,BALTA,19-Sep,JENDOUBA,BALTA,30612.379,23.0,1330.973
GOULETTE,GASOIL,MSAKEN,19-Oct,SOUSSE,M'SAKEN,477819.307,359.0,1330.973
GOULETTE,GASOIL,EL BATEN,19-Sep,KAIROUAN,EL BATEN,178350.382,134.0,1330.9730000000002
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,EZZOUHOUR,19-Aug,TUNIS,EZZOUHOUR,30037.302,18.0,1668.739
GOULETTE,GAZOIL SANS SOUFRE,S. LAHED .S,19-Aug,SOUSSE,SOUSSE,141509.004,91.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,SIDI BOUZID,19-Aug,SIDI BOUZID,SIDI BOUZID,164834.664,106.0,1555.044
GOULETTE,GASOIL,LE KEF,19-Aug,LE KEF,LE KEF,133097.3,100.0,1330.973
SKHIRA,SSP SUPER SANS PLOMB,BEN AOUN,19-Jun,SIDI BOUZID,BEN AOUN,10025.04,6.0,1670.84
SKHIRA,GAZOIL SANS SOUFRE,MAJEL B. ABBES,19-Aug,KASSERINE,MAGEL BEL ABBES,34210.968,22.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,EL FAOUR,19-Aug,KEBILI,ELFAOUAR,21770.616,14.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,HAZOUA,19-Aug,TOZEUR,HASOUA,27990.792,18.0,1555.044
SKHIRA,SSP SUPER SANS PLOMB,ZARZIS,19-Aug,MEDENINE,ZARZIS,148517.771,89.0,1668.739
GOULETTE,GASOIL,EL MOUROUJ 3,19-Aug,BEN AROUS,BIR EL KASSAA,155723.841,117.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,ENNASR ARIANA,19-Aug,ARIANA,ENNASR,183495.192,118.0,1555.044
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,TABARKA,19-Aug,JENDOUBA,TABARKA,27990.792,18.0,1555.044
GOULETTE,GASOIL,BIR MCHERGA,19-Aug,ZAGHOUAN,BIR MCHERGUA,332743.25,250.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,BIR MCHERGA,19-Aug,ZAGHOUAN,BIR MCHERGUA,43541.232,28.0,1555.044
GOULETTE,SSP SUPER SANS PLOMB,EL FAHS,19-Aug,ZAGHOUAN,EL FAHS,168542.639,101.0,1668.739
GOULETTE,GAZOIL SANS SOUFRE,AV DE CARTHAGE,19-Aug,TUNIS,TUNIS VILLE,85527.42,55.0,1555.044
GOULETTE,SSP SUPER SANS PLOMB,BEN AROUS,19-Aug,BEN AROUS,BEN AROUS,168542.639,101.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,EL KANTRA,19-Aug,MEDENINE,EL KANTRA,258654.545,155.0,1668.739
GOULETTE,GAZOIL SANS SOUFRE,MORNAG,19-Aug,BEN AROUS,MORNAG,158614.488,102.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,BEN GUERDANE,19-Jun,MEDENINE,BEN GUERDENE,14015.313,9.0,1557.257
GOULETTE,GASOIL,MEDJEZ EL BAB,19-Aug,BEJA,MEDJEZ EL BAB,266194.6,200.0,1330.973
GOULETTE,GAZOIL SANS SOUFRE,GRIAAT S. PK29,19-Aug,BEJA,MEDJEZ EL BAB,118183.344,76.0,1555.044
GOULETTE,APS AGILIX PREMIUM ESS.,S. KHELIFA pk72 ,19-Sep,SOUSSE,SIDI KHLIFA,12750.584,7.0,1821.512
GOULETTE,GAZOIL SANS SOUFRE,HAMMAM SOUSSE,19-Aug,SOUSSE,HAMMAM SOUSSE,147729.18,95.0,1555.044
GOULETTE,SSP SUPER SANS PLOMB,KALAA EL KEBIRA,19-Aug,SOUSSE,KALAA KBIRA,303710.498,182.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,BEN GUERDANE,19-Jun,MEDENINE,BEN GUERDENE,18379.24,11.0,1670.84
GOULETTE,GAZOIL SANS SOUFRE,S. KHELIFA pk72 ,19-Aug,SOUSSE,SIDI KHLIFA,295458.36,190.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,Rte SIDI MANSOUR,19-Aug,SFAX,SFAX,59091.672,38.0,1555.044
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,BORJ EL AMRI,19-Jun,MANOUBA,BORJ EL AMRI,21801.598,14.0,1557.257
SKHIRA,GAZOIL SANS SOUFRE,SKHIRA,19-Jun,SFAX,SKHIRA,14015.313,9.0,1557.257
SKHIRA,GASOIL,DOUZ*,19-Jun,KEBILI,DOUZ,19997.79,15.0,1333.186
SKHIRA,APS AGILIX PREMIUM ESS.,CITE EL MOEZ  SFAX,19-Jun,SFAX,SFAX,3647.226,2.0,1823.613
GOULETTE,GAZOIL SANS SOUFRE,BARGOU,19-Jun,SILIANA,BARGOU,6229.028,4.0,1557.257
SKHIRA,GAZOIL SANS SOUFRE,OULED HAFFOUZ,19-Aug,SIDI BOUZID,OULED HAFFOUZ,24880.704,16.0,1555.044
BIZERTE CARBURANT,GASOIL,GUEBELLAT,19-Jun,BEJA,GOUBELLAT,15998.232,12.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,EL ALA,19-Sep,KAIROUAN,EL ALA,16687.39,10.0,1668.739
GOULETTE,GAZOIL SANS SOUFRE,AV. HEDI SAIDI,19-May,TUNIS,TUNIS VILLE,6229.028,4.0,1557.257
GOULETTE,SSP SUPER SANS PLOMB,GROMBALIA,19-Aug,NABEUL,GROMBALIA,251979.589,151.0,1668.739
BIZERTE CARBURANT,GASOIL,EL AOUINA,19-Jun,TUNIS,EL AOUINA,9332.302,7.0,1333.186
SKHIRA,GASOIL,MSAKEN,19-Jun,SOUSSE,M'SAKEN,26663.72,20.0,1333.186
GOULETTE,SSP SUPER SANS PLOMB,ENTREE SUD,19-Aug,TUNIS,KABARIA,645801.993,387.0,1668.739
SKHIRA,SSP SUPER SANS PLOMB,SAHLOUL,19-Jun,SOUSSE,SOUSSE,68504.44,41.0,1670.84
BIZERTE CARBURANT,APS AGILIX PREMIUM ESS.,BIZERTE,19-Mar,BIZERTE,BIZERTE,3499.328,2.0,1749.664
GOULETTE,GAZOIL SANS SOUFRE,MONASTIR,19-Mar,MONASTIR,MONASTIR,5952.92,4.0,1488.23
SKHIRA,SSP SUPER SANS PLOMB,KORBA,19-Jun,NABEUL,KORBA,38429.32,23.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,ENNADHOUR,19-Mar,ZAGHOUAN,NADOUR,22474.116,14.0,1605.294
SKHIRA,SSP SUPER SANS PLOMB,M.DAR BEL OUER,19-Mar,SOUSSE,MENZEL DAR BEL OUAER,16052.94,10.0,1605.294
GOULETTE,GASOIL,GRIAAT S. PK29,19-Mar,BEJA,MEDJEZ EL BAB,95403.56,76.0,1255.31
SKHIRA,SSP SUPER SANS PLOMB,DOUZ*,19-Mar,KEBILI,DOUZ,25684.704,16.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,EL BATEN,19-Mar,KAIROUAN,EL BATEN,27289.998,17.0,1605.294
GOULETTE,GAZOIL SANS SOUFRE,TOUZA,19-Jun,MONASTIR,TOUZA,10900.799,7.0,1557.257
GOULETTE,APG AGILIX PREMIUM GAS.,S. KHELIFA pk72 ,19-Jun,SOUSSE,SIDI KHLIFA,5127.876,3.0,1709.292
GOULETTE,GAZOIL SANS SOUFRE,SBIBA,19-Mar,KASSERINE,SBIBA,5952.92,4.0,1488.23
SKHIRA,GAZOIL SANS SOUFRE,HOUMT SOUK,19-Mar,MEDENINE,HOUMT SOUK,17858.76,12.0,1488.2299999999998
GOULETTE,GAZOIL SANS SOUFRE,AV. HEDI SAIDI,19-Mar,TUNIS,TUNIS VILLE,5952.92,4.0,1488.23
BIZERTE CARBURANT,GASOIL,GUEBELLAT,19-Mar,BEJA,GOUBELLAT,11297.79,9.0,1255.3100000000002
GOULETTE,SSP SUPER SANS PLOMB,BIR EL KASSA,19-Jul,BEN AROUS,BIR EL KASSAA,437486.95,262.0,1669.7975190839695
GOULETTE,SSP SUPER SANS PLOMB,C.B.Ammar,19-Jul,ARIANA,CEBALET B AMMAR,337305.883,202.0,1669.831103960396
ZARZIS,GAZOIL SANS SOUFRE,EL KANTRA,19-Jul,MEDENINE,ZARZIS,87144.428,56.0,1556.1505
GOULETTE,GAZOIL SANS SOUFRE,EZZOUHOUR,19-Jul,TUNIS,EZZOUHOUR,115161.776,74.0,1556.240216216216
GOULETTE,GAZOIL SANS SOUFRE,GAAFOUR,19-Mar,SILIANA,GAAFOUR,7441.15,5.0,1488.23
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,BOUARGOUB,19-Mar,NABEUL,BOUARGOUB,4815.882,3.0,1605.294
GOULETTE,SSP SUPER SANS PLOMB,EL AOUINA,19-Jul,TUNIS,EL AOUINA,1045279.823,626.0,1669.7760750798725
GOULETTE,GAZOIL SANS SOUFRE,M. TEMIME,19-Jul,NABEUL,MENZEL TEMIME,115139.646,74.0,1555.941162162162
GOULETTE,SSP SUPER SANS PLOMB,EL MOUROUJ,19-Jul,BEN AROUS,BIR EL KASSAA,435826.615,261.0,1669.8337739463602
GOULETTE,GASOIL,B.A.B KHELIFA,19-Jul,SFAX,BIR ALI BEN KHELIFA,14665.046,11.0,1333.186
GOULETTE,GASOIL,SOUSSE MED  ALI,19-Jul,SOUSSE,SOUSSE,189166.354,142.0,1332.1574225352113
GOULETTE,GAZOIL SANS SOUFRE,MOKNINE,19-Jul,MONASTIR,MOKNINE,62230.529,40.0,1555.763225
GOULETTE,GAZOIL SANS SOUFRE,H.ZRIBA,19-Jul,ZAGHOUAN,HAMMAM ZRIBA,59055.506,38.0,1554.0922631578949
GOULETTE,GAZOIL SANS SOUFRE,M. HAYET PK156,19-Jul,MONASTIR,MENZEL EL HAYET,152476.193,98.0,1555.8795204081632
GOULETTE,SSP SUPER SANS PLOMB,S. LAHED .S,19-Jul,SOUSSE,SOUSSE,292182.698,175.0,1669.615417142857
GOULETTE,GASOIL,GRIAAT S. PK29,19-Jul,BEJA,MEDJEZ EL BAB,137178.739,103.0,1331.832417475728
GOULETTE,SSP SUPER SANS PLOMB,MAAMOURA,19-Jul,NABEUL,MAAMOURA,110204.006,66.0,1669.7576666666666
GOULETTE,GAZOIL SANS SOUFRE,TAHLA,19-Jul,KASSERINE,THALA,18671.593,12.0,1555.9660833333337
GOULETTE,GAZOIL SANS SOUFRE,ROUHIA,19-Jun,SILIANA,ROUHIA,6229.028,4.0,1557.257
SKHIRA,GAZOIL SANS SOUFRE,EL GUETAR,19-Dec,GAFSA,EL GUETAR,51316.452,33.0,1555.044
GOULETTE,GASOIL,BEJA,19-Jul,BEJA,BEJA,190486.262,143.0,1332.0717622377622
GOULETTE,GAZOIL SANS SOUFRE,M.DAR BEL OUER,19-Jul,SOUSSE,MENZEL DAR BEL OUAER,24898.408,16.0,1556.1505
GOULETTE,GASOIL,BALTA,19-Jul,JENDOUBA,BALTA,31969.908,24.0,1332.0795
SKHIRA,GAZOIL SANS SOUFRE,FOUSSANA,19-Dec,KASSERINE,FOUSSANA,27990.792,18.0,1555.044
GOULETTE,GAZOIL SANS SOUFRE,EL JEM,19-Jul,MAHDIA,EL JEM,18676.019,12.0,1556.334916666667
SKHIRA,SSP SUPER SANS PLOMB,KERKENNAH,19-Dec,SFAX,KERKENAH,231954.721,139.0,1668.739
GOULETTE,SSP SUPER SANS PLOMB,BIR MCHERGA,19-Jul,ZAGHOUAN,BIR MCHERGUA,140264.419,84.0,1669.8145119047615
GOULETTE,GAZOIL SANS SOUFRE,BIR MCHERGA,19-Jul,ZAGHOUAN,BIR MCHERGUA,51358.499,33.0,1556.3181515151516
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,S. LAHED .S,19-Jun,SOUSSE,SOUSSE,10025.04,6.0,1670.84
GOULETTE,GAZOIL SANS SOUFRE,SIDI SMAIL,19-Jul,BEJA,SIDI SMAIL,26449.026,17.0,1555.8250588235296
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,KALAA EL KEBIRA,19-Jun,SOUSSE,KALAA KBIRA,5012.52,3.0,1670.84
SKHIRA,GASOIL,SOUK JEDID,19-Sep,SIDI BOUZID,SOUK DJEDID,62555.731,47.0,1330.973
BIZERTE CARBURANT,SSP SUPER SANS PLOMB,TABARKA,19-Jul,JENDOUBA,TABARKA,50095.786,30.0,1669.8595333333333
SKHIRA,SSP SUPER SANS PLOMB,BEMBLA,19-Jul,MONASTIR,BEMBLA,10025.04,6.0,1670.84
SKHIRA,SSP SUPER SANS PLOMB,OULED CHAMEKH,19-Jul,MAHDIA,OULED CHAMEKH,55102.003,33.0,1669.7576666666666
SKHIRA,SSP SUPER SANS PLOMB,GABES VILLE,19-Jul,GABES,GABES,50085.281,30.0,1669.509366666667
SKHIRA,GASOIL,KETTANA,19-Jul,GABES,KETTANA,70596.894,53.0,1332.0168679245282
SKHIRA,GASOIL,Rte DE L'AEROPORT KM 9 ,19-Jul,SFAX,SFAX,158480.946,119.0,1331.7726554621847
SKHIRA,GASOIL,REGUEB,19-Jul,SIDI BOUZID,ERREGUEB,81249.104,61.0,1331.952524590164
SKHIRA,GASOIL,TEBOULBOU,19-Jul,GABES,TEBOULBOU,219758.816,165.0,1331.871612121212
SKHIRA,SSP SUPER SANS PLOMB,M. EL HABIB,19-Jul,GABES,MENZEL EL HABIB,38408.31,23.0,1669.9265217391303
SKHIRA,SSP SUPER SANS PLOMB,KEBILI (ex-GPL),19-Jul,KEBILI,KEBILI,11689.577,7.0,1669.9395714285713
SKHIRA,SSP SUPER SANS PLOMB,M. CHAKER,19-Jul,SFAX,MENZEL CHAKER,38404.108,23.0,1669.7438260869565
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,SEJNENE,19-Jul,BIZERTE,SEJNENE,12449.204,8.0,1556.1505
SKHIRA,GAZOIL SANS SOUFRE,BEN GUERDANE,19-Jul,MEDENINE,BEN GUERDENE,52878.135,34.0,1555.2392647058823
BIZERTE CARBURANT,GASOIL,OUCHTATA,19-Jul,BEJA,OUECHTATA,81235.826,61.0,1331.7348524590163
GOULETTE,GAZOIL SANS SOUFRE,AV MOHAMED 5,19-Aug,TUNIS,TUNIS VILLE,52871.496,34.0,1555.044
GOULETTE,GASOIL,BENI KHALLED,19-Aug,NABEUL,BENI-KHALED,106477.84,80.0,1330.973
GOULETTE,SSP SUPER SANS PLOMB,KONDAR,19-Aug,SOUSSE,KONDAR,100124.34,60.0,1668.739
GOULETTE,SSP SUPER SANS PLOMB,BEJA,19-Aug,BEJA,BEJA,88443.167,53.0,1668.739
GOULETTE,SSP SUPER SANS PLOMB,HAFFOUZ,19-Aug,KAIROUAN,HAFFOUZ,53399.648,32.0,1668.739
GOULETTE,GASOIL,CHERARDA,19-Oct,KAIROUAN,CHERARDA,23957.514,18.0,1330.973
GOULETTE,APS AGILIX PREMIUM ESS.,BERGES DU LAC,19-Oct,TUNIS,TUNIS VILLE,32787.216,18.0,1821.512
GOULETTE,GAZOIL SANS SOUFRE,Rte de RAOUED,19-Aug,ARIANA,ARIANA,71532.024,46.0,1555.044
SKHIRA,GAZOIL SANS SOUFRE,BEN AOUN,19-Aug,SIDI BOUZID,BEN AOUN,9330.264,6.0,1555.044
GOULETTE,GASOIL,BALTA,19-Aug,JENDOUBA,BALTA,29281.406,22.0,1330.973
BIZERTE CARBURANT,GASOIL,LE SERS,19-Aug,LE KEF,LE SERS,14640.703,11.0,1330.973
SKHIRA,GAZOIL SANS SOUFRE,KEBILI (ex-GPL),19-Aug,KEBILI,KEBILI,6220.176,4.0,1555.044
SKHIRA,GASOIL,DOUZ*,19-Aug,KEBILI,DOUZ,26619.46,20.0,1330.973
BIZERTE CARBURANT,GAZOIL SANS SOUFRE,GHAR EL MELH,19-Aug,BIZERTE,GHAR EL MELEH,29545.836,19.0,1555.044
